trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,3232765,193023,27692,https://www.youtube.com/watch?v=HlGdAGO51WE,1,1,1,1.0,1.0,1.0,3.0,1.0,1
허씬롱 HE XIN LONG,1520004,83003,19478,https://www.youtube.com/watch?v=WKhO7vc1eCQ,2,2,2,0.4662328827103571,0.4250026131493676,0.7004922515952599,1.5917277474549847,0.5305759158183282,2
장지아하오 ZHANG JIA HAO,980995,67042,13904,https://www.youtube.com/watch?v=gFtSBRp1Xd4,4,4,3,0.2982554006663515,0.34158565903627053,0.49724703737465814,1.1370880970772803,0.3790293656924268,3
조우안신 ZHOU AN XIN,987779,69139,10602,https://www.youtube.com/watch?v=0kL234mHbEE,3,3,4,0.30036957545413157,0.35254520748405976,0.3768459434822242,1.0297607264204156,0.34325357547347185,4
이리오 LEE LEO,474936,48997,8957,https://www.youtube.com/watch?v=RcwGMjOfh9U,8,5,5,0.14054650047042258,0.2472770983589422,0.3168641750227894,0.7046877738521542,0.23489592461738473,5
김준서 KIM JUN SEO,648367,48252,6080,https://www.youtube.com/watch?v=iYDUgHny2cs,6,6,6,0.19459476810301118,0.24338350580119159,0.2119598906107566,0.6499381645149593,0.21664605483831978,6
정상현 CHUNG SANG HYEON,589329,44647,4296,https://www.youtube.com/watch?v=TxJfOmvpa_4,7,7,8,0.17619608721843596,0.22454269886066688,0.14690975387420238,0.5476485399533052,0.1825495133177684,7
박동규 PARK DONG GYU,332598,26979,5858,https://www.youtube.com/watch?v=Nzgp8nvy7fQ,11,11,7,0.09618809673471562,0.13220445280652243,0.2038650865998177,0.4322576361410557,0.14408587871368525,8
,770583,29721,1019,https://www.youtube.com/watch?v=YwFlEOd-3N0,5,9,23,0.23268232498144956,0.14653496393853874,0.027420237010027347,0.4066375259300156,0.13554584197667188,9
유메키 YUMEKI,415183,29104,3848,https://www.youtube.com/watch?v=RBj_YcPEdPo,9,10,10,0.12192499603436406,0.1433103376188983,0.1305742935278031,0.39580962718106544,0.1319365423936885,10
장한음 JANG HAN EUM,341904,21955,3429,https://www.youtube.com/watch?v=ElgDEyBnBaM,10,12,11,0.09908823095863678,0.10594752796069823,0.11529626253418414,0.32033202145351913,0.10677734048450638,11
쉬칭위 HSU CHING YU,298351,31539,2115,https://www.youtube.com/watch?v=4m1rcjdjns0,12,8,18,0.0855153160806615,0.15603637503919723,0.067383773928897,0.30893546504875574,0.10297848834958524,12
박준일 PARK JUN IL,266578,18379,4136,https://www.youtube.com/watch?v=sE3mduWPwFE,13,13,9,0.07561353607887268,0.08725828368349535,0.1410756608933455,0.30394748065571353,0.10131582688523784,13
앤드류 ANDREW,149819,18196,2194,https://www.youtube.com/watch?v=IRu5Ikd_LnI,18,14,17,0.039226605942314564,0.08630187101494721,0.07026435733819508,0.19579283429545685,0.06526427809848562,14
김건우 KIM GEON WOO,172840,13448,2262,https://www.youtube.com/watch?v=wyU1Taqkt98,16,16,16,0.04640090101741545,0.061487404620048085,0.07274384685505925,0.1806321524925228,0.060210717497507595,15
전이정 JUN LEE JEONG,156318,12903,2427,https://www.youtube.com/watch?v=YOLqUmzpYGM,17,18,14,0.041251962950832034,0.05863907180934462,0.0787602552415679,0.17865129000174457,0.05955043000058152,16
나윤서 NA YUN SEO,187212,16968,1546,https://www.youtube.com/watch?v=vI2qHOwgd-I,14,15,19,0.05087981022289523,0.07988397616807777,0.0466362807657247,0.1774000671566977,0.05913335571889924,17
유강민 YOO KANG MIN,141914,12953,2377,https://www.youtube.com/watch?v=9W2p6n50tyI,19,17,15,0.03676308122276839,0.058900386746106405,0.07693710118505014,0.1726005691539249,0.0575335230513083,18
김준민 KIM JUN MIN,118738,11160,2454,https://www.youtube.com/watch?v=mu4lQfZ3Tfg,21,20,13,0.029540481741401895,0.04952963311382878,0.07974475843208752,0.1588148732873182,0.05293829109577273,19
허중싱 HE ZHONG XING,123558,7776,2711,https://www.youtube.com/watch?v=RfTf44Mai8Y,20,21,12,0.031042592955597033,0.031843838193791156,0.08911577028258888,0.15200220143197707,0.05066740047732569,20
센 SEN,186188,11757,1266,https://www.youtube.com/watch?v=vy3Jq0iq178,15,19,21,0.05056068950021145,0.0526497334587645,0.03642661804922516,0.13963704100820112,0.04654568033606704,21
천카이원 CHEN KAI WEN,67960,7401,1311,https://www.youtube.com/watch?v=aoZGHX6eamc,22,22,20,0.013715958248787637,0.029883976168077767,0.03806745670009116,0.08166739111695656,0.02722246370565219,22
최립우 CHUEI LI YU,61870,5913,1211,https://www.youtube.com/watch?v=wwibOzhDbnk,23,23,22,0.011818062544545233,0.022107243650047036,0.034421148587055604,0.06834645478164787,0.022782151593882624,23
쑨헝위 SUN HENG YU,40399,4479,1005,https://www.youtube.com/watch?v=cUFKeWurUSw,27,24,24,0.005126811532100459,0.014612731263719035,0.026909753874202372,0.046649296670021864,0.015549765556673955,24
쉬에수런 XUE SU REN,50073,3999,678,https://www.youtube.com/watch?v=vLIMjAxbN9c,25,26,26,0.008141629765736095,0.012104107870805896,0.014986326344576117,0.03523206398111811,0.01174402132703937,25
리즈하오 LI ZI HAO,43136,4130,696,https://www.youtube.com/watch?v=cmvooK5_wtg,26,25,25,0.005979773854351931,0.012788753005121773,0.015642661804922516,0.03441118866439622,0.011470396221465408,26
이동헌 LEE DONG HEON,52296,3702,416,https://www.youtube.com/watch?v=RuOTm4CtTUU,24,27,28,0.008834408443984185,0.01055189714644089,0.005432999088422972,0.024819304678848048,0.008273101559616016,27
염예찬 YEOM YE CHAN,23948,2147,424,https://www.youtube.com/watch?v=kl_v8acZ8UA,30,29,27,0.0,0.0024250026131493675,0.005724703737465816,0.008149706350615184,0.0027165687835383947,28
서원 SEO WON,25404,2154,302,https://www.youtube.com/watch?v=ld7dMvnD6xs,29,28,29,0.0004537497775660002,0.0024615867042960178,0.0012762078395624431,0.004191544321424461,0.0013971814404748204,29
아오시 AOSHI,29960,1683,267,https://www.youtube.com/watch?v=hh2m0kjYTqc,28,30,30,0.001873587680444226,0.0,0.0,0.001873587680444226,0.000624529226814742,30
