trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,2563280,148160,17112,https://www.youtube.com/watch?v=zkFfkUNCHqA,1,1,2,1.0,1.0,0.8545122507989652,2.8545122507989653,0.9515040835996551,1
허씬롱 HE XIN LONG,1579364,84007,19980,https://www.youtube.com/watch?v=WKhO7vc1eCQ,2,2,1,0.612228305099909,0.5620058715095241,1.0,2.174234176609433,0.7247447255364777,2
장지아하오 ZHANG JIA HAO,1067205,69727,14582,https://www.youtube.com/watch?v=gFtSBRp1Xd4,4,3,3,0.4103810300395017,0.4645115040622653,0.7261705473545376,1.6010630814563047,0.5336876938187682,3
조우안신 ZHOU AN XIN,1006641,69676,10657,https://www.youtube.com/watch?v=0kL234mHbEE,5,4,4,0.38651211752061887,0.4641633098928108,0.5270633592045858,1.3777387866180155,0.4592462622060052,4
,1544274,59448,2034,https://www.youtube.com/watch?v=YwFlEOd-3N0,3,5,13,0.5983989652232893,0.3943333105755445,0.08963628062699741,1.0823685564258312,0.3607895188086104,5
정상현 CHUNG SANG HYEON,514925,35005,2948,https://www.youtube.com/watch?v=Y5DEtLE1AFE,6,6,7,0.19272164482834317,0.2274527206936574,0.13600162329427282,0.5561759888162734,0.18539199627209113,6
이리오 LEE LEO,231753,23934,4383,https://www.youtube.com/watch?v=RcwGMjOfh9U,11,8,5,0.0811205666994698,0.15186727657540794,0.2087962258408157,0.44178406911569346,0.14726135637189783,7
박동규 PARK DONG GYU,269273,19497,4298,https://www.youtube.com/watch?v=W2bS9tFVHwY,10,9,6,0.09590759525948042,0.1215743838328668,0.20448435042865115,0.4219663295209984,0.14065544317366613,8
쉬칭위 HSU CHING YU,300550,31591,2117,https://www.youtube.com/watch?v=4m1rcjdjns0,7,7,11,0.10823419153537202,0.20414419335017409,0.09384670014711104,0.40622508503265714,0.13540836167755238,9
장한음 JANG HAN EUM,277179,16542,2075,https://www.youtube.com/watch?v=rlrM1_TEaCY,9,11,12,0.09902343342033981,0.10139960401447395,0.09171612641404149,0.29213916384885524,0.09737972128295175,10
앤드류 ANDREW,151530,18284,2200,https://www.youtube.com/watch?v=IRu5Ikd_LnI,15,10,10,0.04950383449878397,0.11329282446917457,0.09805711966722468,0.2608537786351832,0.08695125954506107,11
김건우 KIM GEON WOO,191569,14081,2330,https://www.youtube.com/watch?v=wyU1Taqkt98,12,12,9,0.06528362758285287,0.08459752850413053,0.10465175265053518,0.2545329087375186,0.0848443029125062,12
전이정 JUN LEE JEONG,169148,13384,2521,https://www.youtube.com/watch?v=YOLqUmzpYGM,14,13,8,0.0564472745086525,0.0798388748549191,0.11434079034139907,0.25062693970497063,0.08354231323499021,13
쑨지아양 SUN JIA YANG,279374,11721,1286,https://www.youtube.com/watch?v=6eXW3vNlhf8,8,15,15,0.09988850611994597,0.06848501399604015,0.05169177699994927,0.22006529711593537,0.07335509903864512,14
센 SEN,188183,11804,1269,https://www.youtube.com/watch?v=vy3Jq0iq178,13,14,16,0.0639491691952144,0.0690516829384857,0.05082940191751636,0.18383025405121647,0.061276751350405494,15
박준일 PARK JUN IL,86091,5318,1866,https://www.youtube.com/watch?v=sE3mduWPwFE,16,16,14,0.023713632954579938,0.024769577387860994,0.08111398569471923,0.12959719603716016,0.04319906534572005,16
쉬에수런 XUE SU REN,51882,4068,680,https://www.youtube.com/watch?v=vLIMjAxbN9c,18,17,17,0.01023150448951055,0.01623540656789786,0.020950641708517223,0.04741755276592564,0.01580585092197521,17
이동헌 LEE DONG HEON,52608,3709,416,https://www.youtube.com/watch?v=RuOTm4CtTUU,17,18,19,0.010517628762819925,0.013784392708404451,0.007558463957794349,0.031860485429018724,0.010620161809672908,18
나윤서 NA YUN SEO,33107,3309,478,https://www.youtube.com/watch?v=vI2qHOwgd-I,19,19,18,0.0028320785509657878,0.011053458046016248,0.010703596611373205,0.024589133208355242,0.008196377736118414,19
서원 SEO WON,25921,2170,302,https://www.youtube.com/watch?v=ld7dMvnD6xs,21,20,20,0.0,0.003277121594865843,0.0017754781108912901,0.005052599705757133,0.0016841999019190444,20
아오시 AOSHI,30159,1690,267,https://www.youtube.com/watch?v=hh2m0kjYTqc,20,21,21,0.0016702405926792385,0.0,0.0,0.0016702405926792385,0.0005567468642264129,21
