trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,3269583,193818,28015,https://www.youtube.com/watch?v=HlGdAGO51WE,1,1,1,1.0,1.0,1.0,3.0,1.0,1
허씬롱 HE XIN LONG,1218293,64094,13560,https://www.youtube.com/watch?v=z5wuHjWSaYE,2,4,3,0.36764911244482357,0.3248218681850593,0.47906155398587286,1.1715325346157557,0.39051084487191856,2
장지아하오 ZHANG JIA HAO,1029032,68524,14251,https://www.youtube.com/watch?v=gFtSBRp1Xd4,3,3,2,0.30930564987757064,0.3478788131138326,0.5039642496756523,1.1611487126670554,0.3870495708890185,3
조우안신 ZHOU AN XIN,998067,69441,10638,https://www.youtube.com/watch?v=0kL234mHbEE,4,2,4,0.29976007356552015,0.3526515486668089,0.37375666714718175,1.0261682893795108,0.3420560964598369,4
정상현 CHUNG SANG HYEON,597816,44900,4323,https://www.youtube.com/watch?v=TxJfOmvpa_4,6,5,6,0.1763747525749011,0.22492231943497473,0.14617269713132477,0.5474697691412006,0.18248992304706688,5
유메키 YUMEKI,443060,29851,4048,https://www.youtube.com/watch?v=RBj_YcPEdPo,7,7,8,0.12866814163520515,0.1465963681408191,0.13626207294219403,0.4115265827182183,0.13717552757273943,6
,771233,29728,1017,https://www.youtube.com/watch?v=YwFlEOd-3N0,5,8,19,0.2298339874306046,0.14595618659990736,0.027028975061265677,0.40281914909177763,0.1342730496972592,7
이리오 LEE LEO,223908,23659,4337,https://www.youtube.com/watch?v=RcwGMjOfh9U,11,9,5,0.06111018458891135,0.11436869252028543,0.14667723799913507,0.32215611510833186,0.10738537170277729,8
박동규 PARK DONG GYU,262355,19240,4255,https://www.youtube.com/watch?v=W2bS9tFVHwY,10,10,7,0.07296223601695608,0.09136899959923594,0.14372207005910337,0.3080533056752954,0.10268443522509846,9
쉬칭위 HSU CHING YU,299459,31569,2115,https://www.youtube.com/watch?v=4m1rcjdjns0,8,6,12,0.08440028101880724,0.15553809080168424,0.06659939455095863,0.30653776637145014,0.10217925545715005,10
장한음 JANG HAN EUM,274841,16474,2075,https://www.youtube.com/watch?v=rlrM1_TEaCY,9,11,13,0.07681129352809002,0.07697272202068359,0.06515784921435779,0.21894186476313138,0.07298062158771046,11
김건우 KIM GEON WOO,182117,13741,2298,https://www.youtube.com/watch?v=wyU1Taqkt98,13,12,11,0.04822727873853506,0.06274820046530268,0.07319446446590745,0.1841699436697452,0.0613899812232484,12
전이정 JUN LEE JEONG,162832,13130,2473,https://www.youtube.com/watch?v=YOLqUmzpYGM,14,14,9,0.042282294427929745,0.05956811167264343,0.07950122531353611,0.18135163141410926,0.060450543804703084,13
유강민 YOO KANG MIN,149952,13262,2440,https://www.youtube.com/watch?v=9W2p6n50tyI,15,13,10,0.03831177859071966,0.060255135765329225,0.07831195041084042,0.1768788647668893,0.0589596215889631,14
센 SEN,187122,11775,1269,https://www.youtube.com/watch?v=vy3Jq0iq178,12,15,16,0.04977016940353789,0.052515705266664235,0.03611071068185094,0.13839658535205307,0.046132195117351026,15
박준일 PARK JUN IL,82596,5236,1817,https://www.youtube.com/watch?v=sE3mduWPwFE,16,18,14,0.017547953689235,0.018481989038842885,0.0558598817932824,0.09188982452136028,0.030629941507120093,16
천카이원 CHEN KAI WEN,74077,7657,1342,https://www.youtube.com/watch?v=aoZGHX6eamc,17,16,15,0.014921802725167244,0.031082635466057367,0.03874153092114747,0.08474596911237209,0.028248656370790697,17
최립우 CHUEI LI YU,65630,6044,1237,https://www.youtube.com/watch?v=wwibOzhDbnk,18,17,17,0.012317847191245382,0.02268740924255594,0.03495747441257027,0.06996273084637158,0.023320910282123863,18
쑨헝위 SUN HENG YU,42581,4541,1026,https://www.youtube.com/watch?v=cUFKeWurUSw,22,19,18,0.005212535115790785,0.014864703096292672,0.027353322762000865,0.047430560974084324,0.01581018699136144,19
리즈하오 LI ZI HAO,46394,4215,721,https://www.youtube.com/watch?v=cmvooK5_wtg,21,20,20,0.006387968103933801,0.013167961776477752,0.01636153957041949,0.03591746945083105,0.011972489816943682,20
쉬에수런 XUE SU REN,50938,4034,677,https://www.youtube.com/watch?v=vLIMjAxbN9c,20,21,21,0.007788746362030277,0.012225906013022229,0.01477583970015857,0.03479049207521108,0.011596830691737026,21
이동헌 LEE DONG HEON,52452,3704,415,https://www.youtube.com/watch?v=RuOTm4CtTUU,19,22,23,0.008255466934820346,0.01050834578130774,0.005333717745423094,0.024097530461551178,0.008032510153850392,22
나윤서 NA YUN SEO,31881,3259,477,https://www.youtube.com/watch?v=vI2qHOwgd-I,23,23,22,0.0019140475802202957,0.008192241832480626,0.0075681130171543895,0.01767440242985531,0.005891467476618437,23
서원 SEO WON,25672,2161,302,https://www.youtube.com/watch?v=ld7dMvnD6xs,25,24,24,0.0,0.0024774505160487788,0.0012613521695257316,0.0037388026855745106,0.0012462675618581701,24
아오시 AOSHI,30045,1685,267,https://www.youtube.com/watch?v=hh2m0kjYTqc,24,25,25,0.0013480641114999765,0.0,0.0,0.0013480641114999765,0.0004493547038333255,25
