trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,2558693,148077,17103,https://www.youtube.com/watch?v=zkFfkUNCHqA,1,1,2,1.0,1.0,0.8599887623231343,2.8599887623231344,0.9533295874410448,1
허씬롱 HE XIN LONG,1564612,83752,19844,https://www.youtube.com/watch?v=WKhO7vc1eCQ,2,2,1,0.6075278241678412,0.5605915704624633,1.0,2.1681193946303043,0.7227064648767682,2
장지아하오 ZHANG JIA HAO,1049128,69171,14410,https://www.youtube.com/watch?v=gFtSBRp1Xd4,3,3,3,0.4040100755269714,0.4609877723888244,0.7224293814169689,1.5874272293327647,0.5291424097775882,3
조우안신 ZHOU AN XIN,815954,54060,7390,https://www.youtube.com/watch?v=IjMO54OGEW4,4,4,4,0.311950869961743,0.3577635084363686,0.36384532870204833,1.03355970710016,0.34451990236672003,4
정상현 CHUNG SANG HYEON,601730,45003,4330,https://www.youtube.com/watch?v=TxJfOmvpa_4,6,5,6,0.22737329590543534,0.2958945283147756,0.20753945956990347,0.7308072837901144,0.24360242793003814,5
유메키 YUMEKI,454729,30139,4152,https://www.youtube.com/watch?v=RBj_YcPEdPo,7,8,8,0.16933597065779135,0.1943575380832024,0.19844715737855648,0.5621406661195503,0.18738022203985008,6
유강민 YOO KANG MIN,434761,31331,4051,https://www.youtube.com/watch?v=9W2p6n50tyI,8,7,9,0.16145242353535713,0.20250017077669238,0.1932880420902079,0.5572406364022574,0.18574687880075247,7
쉬칭위 HSU CHING YU,381659,39530,3307,https://www.youtube.com/watch?v=wjEs-vKN654,9,6,10,0.14048727333025382,0.25850809481521964,0.15528426214435306,0.5542796302898265,0.18475987676327552,8
,771725,29721,1017,https://www.youtube.com/watch?v=YwFlEOd-3N0,5,9,18,0.2944888604626372,0.1915021517863242,0.038310262042192365,0.5243012742911538,0.1747670914303846,9
이리오 LEE LEO,227970,23783,4353,https://www.youtube.com/watch?v=RcwGMjOfh9U,12,10,5,0.07980946515217915,0.15093927180818362,0.208714307605864,0.43946304456622676,0.14648768152207559,10
박동규 PARK DONG GYU,265923,19381,4272,https://www.youtube.com/watch?v=W2bS9tFVHwY,11,11,7,0.09479365304970251,0.12086891181091605,0.20457679930530726,0.42023936416592583,0.1400797880553086,11
장한음 JANG HAN EUM,276048,16506,2075,https://www.youtube.com/watch?v=rlrM1_TEaCY,10,12,14,0.0987910946870546,0.10122959218525855,0.0923532716963784,0.2923739585686916,0.09745798618956386,12
김건우 KIM GEON WOO,186856,13912,2312,https://www.youtube.com/watch?v=wyU1Taqkt98,14,13,13,0.06357728584570073,0.08350980258214359,0.1044593145017112,0.25154640292955555,0.08384880097651852,13
전이정 JUN LEE JEONG,166167,13261,2490,https://www.youtube.com/watch?v=YOLqUmzpYGM,15,14,12,0.055409081397781966,0.07906277751212515,0.11355161669305817,0.24802347560296528,0.08267449186765509,14
김준민 KIM JUN MIN,132811,11674,2534,https://www.youtube.com/watch?v=mu4lQfZ3Tfg,16,16,11,0.042239830705879104,0.06822187307876221,0.11579915206620013,0.22626085585084144,0.07542028528361382,15
센 SEN,187597,11790,1269,https://www.youtube.com/watch?v=vy3Jq0iq178,13,15,17,0.06386983935219731,0.06901427693148439,0.05118251008836901,0.18406662637205068,0.06135554212401689,16
박준일 PARK JUN IL,84510,5278,1851,https://www.youtube.com/watch?v=sE3mduWPwFE,17,18,15,0.023170158752719248,0.02453036409590819,0.08091127343311028,0.12861179628173772,0.04287059876057924,17
천카이원 CHEN KAI WEN,76797,7777,1354,https://www.youtube.com/watch?v=aoZGHX6eamc,18,17,16,0.02012499654542081,0.04160120226791447,0.05552433978648414,0.11725053859981943,0.039083512866606475,18
쉬에수런 XUE SU REN,51425,4052,678,https://www.youtube.com/watch?v=vLIMjAxbN9c,20,19,19,0.010107901313529712,0.016155475100758248,0.02099402359912142,0.047257400013409376,0.01575246667113646,19
이동헌 LEE DONG HEON,52533,3708,416,https://www.youtube.com/watch?v=RuOTm4CtTUU,19,20,21,0.010545349741597477,0.013805587813375231,0.0076109720590488835,0.031961909614021594,0.010653969871340532,20
나윤서 NA YUN SEO,32551,3286,478,https://www.youtube.com/watch?v=vI2qHOwgd-I,21,21,20,0.0026562752924548043,0.010922877245713504,0.010777953721203453,0.024357106259371764,0.008119035419790588,21
서원 SEO WON,25823,2168,302,https://www.youtube.com/watch?v=ld7dMvnD6xs,23,22,22,0.0,0.0032857435617186966,0.0017878122286356438,0.0050735557903543406,0.0016911852634514469,22
아오시 AOSHI,30099,1687,267,https://www.youtube.com/watch?v=hh2m0kjYTqc,22,23,23,0.0016882035003770426,0.0,0.0,0.0016882035003770426,0.0005627345001256808,23
