videoId,title,publishedAt,views,likes,comments,url,trainee_name
pmk_LXqOkAg,[BOYS ll PLANET/7회 직캠] 센 SEN ♬지금 널 찾아가고 있어 - 세븐틴 (SEVENTEEN) @계급 쟁탈 포지션 배틀,2025-08-29T09:47:44Z,98073,6773,1197,https://www.youtube.com/watch?v=pmk_LXqOkAg,센 SEN
0_GrB1cHkkY,[BOYS ll PLANET/7회 직캠] 김시환 KIM SI HWAN ♬퀸카 (Queencard) - i-dle (아이들) @계급 쟁탈 포지션 배틀,2025-08-29T07:41:55Z,29718,2447,498,https://www.youtube.com/watch?v=0_GrB1cHkkY,김시환 KIM SI HWAN
6TFokTH1YA0,[BOYS ll PLANET/7회 직캠] 김건우 KIM GEON WOO ♬락 (樂) - Stray Kids @계급 쟁탈 포지션 배틀,2025-08-29T07:42:20Z,123851,13682,2371,https://www.youtube.com/watch?v=6TFokTH1YA0,김건우 KIM GEON WOO
KaebVDNJX5c,[BOYS ll PLANET/7회 직캠] 판저이 FAN ZHE YI ♬락 (樂) - Stray Kids @계급 쟁탈 포지션 배틀,2025-08-29T07:42:10Z,36301,3052,845,https://www.youtube.com/watch?v=KaebVDNJX5c,판저이 FAN ZHE YI
59nK-f8MeXs,[BOYS ll PLANET/7회 직캠] 천보원 CHEN BO WEN ♬락 (樂) - Stray Kids @계급 쟁탈 포지션 배틀,2025-08-29T07:42:06Z,17935,2083,433,https://www.youtube.com/watch?v=59nK-f8MeXs,천보원 CHEN BO WEN
_WLyTIGuv2Q,[BOYS ll PLANET/7회 직캠] 이리오 LEE LEO ♬퀸카 (Queencard) - i-dle (아이들) @계급 쟁탈 포지션 배틀,2025-08-29T07:41:59Z,204640,23728,4526,https://www.youtube.com/watch?v=_WLyTIGuv2Q,이리오 LEE LEO
CfvKiHxyKn8,[BOYS ll PLANET/7회 직캠] 자오광쉬 ZHAO GUANG XU ♬락 (樂) - Stray Kids @계급 쟁탈 포지션 배틀,2025-08-29T07:42:23Z,40444,3017,543,https://www.youtube.com/watch?v=CfvKiHxyKn8,자오광쉬 ZHAO GUANG XU
zFyKU86euJ4,[BOYS ll PLANET/7회 직캠] 정상현 CHUNG SANG HYEON ♬퀸카 (Queencard) - i-dle (아이들) @계급 쟁탈 포지션 배틀,2025-08-29T07:41:38Z,59996,6809,919,https://www.youtube.com/watch?v=zFyKU86euJ4,정상현 CHUNG SANG HYEON
FX4ve6f8p30,[BOYS ll PLANET/7회 직캠] 조계현 JO GYE HYEON ♬한숨 - 이하이 @계급 쟁탈 포지션 배틀,2025-08-29T07:41:24Z,23106,2485,453,https://www.youtube.com/watch?v=FX4ve6f8p30,조계현 JO GYE HYEON
-5ySTLq99KA,[BOYS ll PLANET/7회 직캠] 유강민 YOO KANG MIN ♬한숨 - 이하이 @계급 쟁탈 포지션 배틀,2025-08-29T07:41:26Z,49469,6469,923,https://www.youtube.com/watch?v=-5ySTLq99KA,유강민 YOO KANG MIN
8zAqKo_Qnoo,[BOYS ll PLANET/7회 직캠] 타츠키 TATSUKI ♬Tambourine - Eve @계급 쟁탈 포지션 배틀,2025-08-29T07:40:08Z,23377,1753,319,https://www.youtube.com/watch?v=8zAqKo_Qnoo,타츠키 TATSUKI
rtWyebYZ6p0,[BOYS ll PLANET/7회 직캠] 장한음 JANG HAN EUM ♬건물 사이에 피어난 장미 (Rose Blossom) - H1-KEY (하이키) @계급 쟁탈 포지션 배틀,2025-08-29T07:40:49Z,79254,6368,1124,https://www.youtube.com/watch?v=rtWyebYZ6p0,장한음 JANG HAN EUM
n1ibOjvf4n0,[BOYS ll PLANET/7회 직캠] 장지아하오 ZHANG JIA HAO ♬Tambourine - Eve @계급 쟁탈 포지션 배틀,2025-08-29T07:40:18Z,240014,20458,3212,https://www.youtube.com/watch?v=n1ibOjvf4n0,장지아하오 ZHANG JIA HAO
ld7dMvnD6xs,[BOYS ll PLANET/7회 직캠] 서원 SEO WON ♬FAMOUS - ALLDAY PROJECT @계급 쟁탈 포지션 배틀,2025-08-29T07:41:17Z,19382,1938,268,https://www.youtube.com/watch?v=ld7dMvnD6xs,서원 SEO WON
NrW9ZzVzP9c,[BOYS ll PLANET/7회 직캠] 조우안신 ZHOU AN XIN ♬한숨 - 이하이 @계급 쟁탈 포지션 배틀,2025-08-29T07:41:30Z,90311,9897,2202,https://www.youtube.com/watch?v=NrW9ZzVzP9c,조우안신 ZHOU AN XIN
BWpAIk8_uls,[BOYS ll PLANET/7회 직캠] 유메키 YUMEKI ♬Tambourine - Eve @계급 쟁탈 포지션 배틀,2025-08-29T07:40:15Z,541644,37927,7152,https://www.youtube.com/watch?v=BWpAIk8_uls,유메키 YUMEKI
vLIMjAxbN9c,[BOYS ll PLANET/7회 직캠] 쉬에수런 XUE SU REN ♬Tambourine - Eve @계급 쟁탈 포지션 배틀,2025-08-29T07:40:12Z,34477,3291,597,https://www.youtube.com/watch?v=vLIMjAxbN9c,쉬에수런 XUE SU REN
2jda9n-_pZ4,[BOYS ll PLANET/7회 직캠] 당홍하이 DANG HONG HAI ♬건물 사이에 피어난 장미 (Rose Blossom) - H1-KEY (하이키) @계급 쟁탈 포지션 배틀,2025-08-29T07:40:45Z,15356,1725,333,https://www.youtube.com/watch?v=2jda9n-_pZ4,당홍하이 DANG HONG HAI
RxjiwVvskz4,[BOYS ll PLANET/7회 직캠] 박준일 PARK JUN IL ♬건물 사이에 피어난 장미 (Rose Blossom) - H1-KEY (하이키) @계급 쟁탈 포지션 배틀,2025-08-29T07:40:58Z,63237,5979,940,https://www.youtube.com/watch?v=RxjiwVvskz4,박준일 PARK JUN IL
W2bS9tFVHwY,[BOYS ll PLANET/7회 직캠] 박동규 PARK DONG GYU ♬Bad - Christopher @계급 쟁탈 포지션 배틀,2025-08-29T07:39:52Z,163249,15009,3034,https://www.youtube.com/watch?v=W2bS9tFVHwY,박동규 PARK DONG GYU
HIpVaFMjOMg,[BOYS ll PLANET/7회 직캠] 김태조 KIM TAE JO ♬FAMOUS - ALLDAY PROJECT @계급 쟁탈 포지션 배틀,2025-08-29T07:41:14Z,20536,2169,370,https://www.youtube.com/watch?v=HIpVaFMjOMg,김태조 KIM TAE JO
9_8xPHzybmo,[BOYS ll PLANET/7회 직캠] 김재현 KIM JAE HYUN ♬FAMOUS - ALLDAY PROJECT @계급 쟁탈 포지션 배틀,2025-08-29T07:41:10Z,19174,1826,212,https://www.youtube.com/watch?v=9_8xPHzybmo,김재현 KIM JAE HYUN
RfTf44Mai8Y,[BOYS ll PLANET/6회 직캠] 허중싱 HE ZHONG XING ♬HOT 뜨거 - 원타임 (1TYM) @계급 쟁탈 포지션 배틀,2025-08-29T07:38:06Z,87794,6739,2165,https://www.youtube.com/watch?v=RfTf44Mai8Y,허중싱 HE ZHONG XING
tA-s0Z2r4JE,[BOYS ll PLANET/6회 직캠] 펑진위 PENG JIN YU ♬XXL - YOUNG POSSE (영파씨) @계급 쟁탈 포지션 배틀,2025-08-29T07:37:40Z,12907,1447,237,https://www.youtube.com/watch?v=tA-s0Z2r4JE,펑진위 PENG JIN YU
-iIHjaMZI54,[BOYS ll PLANET/6회 직캠] 전이정 JUN LEE JEONG ♬HOT 뜨거 - 원타임 (1TYM) @계급 쟁탈 포지션 배틀,2025-08-29T07:38:13Z,36747,4241,562,https://www.youtube.com/watch?v=-iIHjaMZI54,전이정 JUN LEE JEONG
kl_v8acZ8UA,[BOYS ll PLANET/7회 직캠] 염예찬 YEOM YE CHAN ♬Smoke  - 다이나믹 듀오 & 이영지 @계급 쟁탈 포지션 배틀,2025-08-29T07:39:35Z,18391,1927,387,https://www.youtube.com/watch?v=kl_v8acZ8UA,염예찬 YEOM YE CHAN
OPVKZGPLXL0,[BOYS ll PLANET/6회 직캠] 정현준 JUNG HYUN JUN ♬like JENNIE - 제니 (JENNIE) @계급 쟁탈 포지션 배틀,2025-08-29T07:38:40Z,19238,2097,344,https://www.youtube.com/watch?v=OPVKZGPLXL0,정현준 JUNG HYUN JUN
olK3wOkMG7s,[BOYS ll PLANET/6회 직캠] 쑨지아양 SUN JIA YANG ♬XXL - YOUNG POSSE (영파씨) @계급 쟁탈 포지션 배틀,2025-08-29T07:37:49Z,15068,1555,247,https://www.youtube.com/watch?v=olK3wOkMG7s,쑨지아양 SUN JIA YANG
hLRnAZLVBQs,[BOYS ll PLANET/6회 직캠] 김준민 KIM JUN MIN ♬like JENNIE - 제니 (JENNIE) @계급 쟁탈 포지션 배틀,2025-08-29T07:38:44Z,75995,10646,1433,https://www.youtube.com/watch?v=hLRnAZLVBQs,김준민 KIM JUN MIN
