videoId,title,publishedAt,views,likes,comments,url,trainee_name
6eXW3vNlhf8,[BOYS ll PLANET/4회 직캠] 쑨지아양 SUN JIA YANG ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:29Z,255844,11408,1245,https://www.youtube.com/watch?v=6eXW3vNlhf8,쑨지아양 SUN JIA YANG
dnRlHl2wKvw,[BOYS ll PLANET/4회 직캠] 방준혁 BANG JUN HYUK ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:07Z,52355,3295,551,https://www.youtube.com/watch?v=dnRlHl2wKvw,방준혁 BANG JUN HYUK
hfer1acos3Q,[BOYS ll PLANET/4회 직캠] 유메키 YUMEKI ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:48Z,1102264,56134,7688,https://www.youtube.com/watch?v=hfer1acos3Q,유메키 YUMEKI
IjMO54OGEW4,[BOYS ll PLANET/4회 직캠] 조우안신 ZHOU AN XIN ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:51Z,745560,52745,7237,https://www.youtube.com/watch?v=IjMO54OGEW4,조우안신 ZHOU AN XIN
um-CwDseeTo,[BOYS ll PLANET/4회 직캠] 렌쇼 RENSHO ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:27Z,69720,2975,321,https://www.youtube.com/watch?v=um-CwDseeTo,렌쇼 RENSHO
fIk2XvR2w2M,[BOYS ll PLANET/4회 직캠] 김건우 KIM GEON WOO ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:33Z,457592,23943,6287,https://www.youtube.com/watch?v=fIk2XvR2w2M,김건우 KIM GEON WOO
qDR46tsekT8,[BOYS ll PLANET/4회 직캠] 이승백 LEE SEUNG BAEK ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:21Z,20806,700,123,https://www.youtube.com/watch?v=qDR46tsekT8,이승백 LEE SEUNG BAEK
4m1rcjdjns0,[BOYS ll PLANET/4회 직캠] 쉬칭위 HSU CHING YU ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:29Z,270125,30779,2060,https://www.youtube.com/watch?v=4m1rcjdjns0,쉬칭위 HSU CHING YU
fBFMcTu62Ro,[BOYS ll PLANET/4회 직캠] 김다니엘 KIM DANIEL ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:16Z,61027,2647,458,https://www.youtube.com/watch?v=fBFMcTu62Ro,김다니엘 KIM DANIEL
f5KG8b8PeRU,[BOYS ll PLANET/4회 직캠] 김재현 KIM JAE HYUN ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:18Z,109849,6620,726,https://www.youtube.com/watch?v=f5KG8b8PeRU,김재현 KIM JAE HYUN
zkFfkUNCHqA,[BOYS ll PLANET/4회 직캠] 이상원 LEE SANG WON ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:42Z,2241485,141764,16638,https://www.youtube.com/watch?v=zkFfkUNCHqA,이상원 LEE SANG WON
_czc_slWvT0,[BOYS ll PLANET/4회 직캠] 김준서 KIM JUN SEO ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:37Z,430592,34058,3311,https://www.youtube.com/watch?v=_czc_slWvT0,김준서 KIM JUN SEO
xuy7aELIndk,[BOYS ll PLANET/4회 직캠] 이리오 LEE LEO ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:40Z,790508,68848,9331,https://www.youtube.com/watch?v=xuy7aELIndk,이리오 LEE LEO
pct7yVcld58,[BOYS ll PLANET/4회 직캠] 윤민 YOON MIN ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:45Z,78225,5700,696,https://www.youtube.com/watch?v=pct7yVcld58,윤민 YOON MIN
BBrq5n9MMpw,[BOYS ll PLANET/4회 직캠] 문원준 MUHN WON JUN ♬Rising Sun (순수) - 동방신기 (TVXQ!) @1vs1 계급 배틀,2025-08-04T11:33:33Z,58241,4436,1038,https://www.youtube.com/watch?v=BBrq5n9MMpw,문원준 MUHN WON JUN
