videoId,title,publishedAt,views,likes,comments,url,trainee_name
6eXW3vNlhf8,[BOYS ll PLANET/4회 직캠] 쑨지아양 SUN JIA YANG ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:29Z,263746,11531,1267,https://www.youtube.com/watch?v=6eXW3vNlhf8,쑨지아양 SUN JIA YANG
dnRlHl2wKvw,[BOYS ll PLANET/4회 직캠] 방준혁 BANG JUN HYUK ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:07Z,53779,3335,583,https://www.youtube.com/watch?v=dnRlHl2wKvw,방준혁 BANG JUN HYUK
hfer1acos3Q,[BOYS ll PLANET/4회 직캠] 유메키 YUMEKI ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:48Z,1136607,56795,7779,https://www.youtube.com/watch?v=hfer1acos3Q,유메키 YUMEKI
M7pLgwtPh6s,[BOYS ll PLANET/4회 직캠] 판저이 FAN ZHE YI ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:12Z,100165,7151,848,https://www.youtube.com/watch?v=M7pLgwtPh6s,판저이 FAN ZHE YI
IjMO54OGEW4,[BOYS ll PLANET/4회 직캠] 조우안신 ZHOU AN XIN ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:51Z,763978,53167,7282,https://www.youtube.com/watch?v=IjMO54OGEW4,조우안신 ZHOU AN XIN
um-CwDseeTo,[BOYS ll PLANET/4회 직캠] 렌쇼 RENSHO ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:27Z,72024,3023,331,https://www.youtube.com/watch?v=um-CwDseeTo,렌쇼 RENSHO
fIk2XvR2w2M,[BOYS ll PLANET/4회 직캠] 김건우 KIM GEON WOO ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:33Z,478018,24549,6361,https://www.youtube.com/watch?v=fIk2XvR2w2M,김건우 KIM GEON WOO
qDR46tsekT8,[BOYS ll PLANET/4회 직캠] 이승백 LEE SEUNG BAEK ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:21Z,21736,711,123,https://www.youtube.com/watch?v=qDR46tsekT8,이승백 LEE SEUNG BAEK
4m1rcjdjns0,[BOYS ll PLANET/4회 직캠] 쉬칭위 HSU CHING YU ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:29Z,281521,31161,2083,https://www.youtube.com/watch?v=4m1rcjdjns0,쉬칭위 HSU CHING YU
zkFfkUNCHqA,[BOYS ll PLANET/4회 직캠] 이상원 LEE SANG WON ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:42Z,2329281,143794,16783,https://www.youtube.com/watch?v=zkFfkUNCHqA,이상원 LEE SANG WON
_czc_slWvT0,[BOYS ll PLANET/4회 직캠] 김준서 KIM JUN SEO ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:37Z,453645,34739,3336,https://www.youtube.com/watch?v=_czc_slWvT0,김준서 KIM JUN SEO
xuy7aELIndk,[BOYS ll PLANET/4회 직캠] 이리오 LEE LEO ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:40Z,821582,69860,9519,https://www.youtube.com/watch?v=xuy7aELIndk,이리오 LEE LEO
BBrq5n9MMpw,[BOYS ll PLANET/4회 직캠] 문원준 MUHN WON JUN ♬Rising Sun (순수) - 동방신기 (TVXQ!) @1vs1 계급 배틀,2025-08-04T11:33:33Z,67216,4811,1151,https://www.youtube.com/watch?v=BBrq5n9MMpw,문원준 MUHN WON JUN
NxlXMdwO_Fg,[BOYS ll PLANET/4회 직캠] 박준일 PARK JUN IL ♬Rising Sun (순수) - 동방신기 (TVXQ!) @1vs1 계급 배틀,2025-08-04T11:33:44Z,214167,16640,2478,https://www.youtube.com/watch?v=NxlXMdwO_Fg,박준일 PARK JUN IL
JYpMUV2mfdY,[BOYS ll PLANET/4회 직캠] 크리센 양 CHRISEN YANG ♬KILL THE ROMEO - ZEROBASEONE @1vs1 계급 배틀,2025-08-04T11:32:43Z,77893,8270,536,https://www.youtube.com/watch?v=JYpMUV2mfdY,크리센 양 CHRISEN YANG
YYowgJSZBss,[BOYS ll PLANET/4회 직캠] 홍쯔하오 HONG ZIH HAO ♬KILL THE ROMEO - ZEROBASEONE @1vs1 계급 배틀,2025-08-04T11:32:57Z,20724,1545,182,https://www.youtube.com/watch?v=YYowgJSZBss,홍쯔하오 HONG ZIH HAO
5cX0rCXrxDQ,[BOYS ll PLANET/4회 직캠] 당홍하이 DANG HONG HAI ♬Rising Sun (순수) - 동방신기 (TVXQ!) @1vs1 계급 배틀,2025-08-04T11:33:17Z,97615,10399,1385,https://www.youtube.com/watch?v=5cX0rCXrxDQ,당홍하이 DANG HONG HAI
