videoId,title,publishedAt,views,likes,comments,url,trainee_name
gFtSBRp1Xd4,[BOYS ll PLANET/9회 직캠] 장지아하오 ZHANG JIA HAO ♬Chains - Love is @데뷔 콘셉트 배틀,2025-09-12T09:02:04Z,957818,57946,13483,https://www.youtube.com/watch?v=gFtSBRp1Xd4,장지아하오 ZHANG JIA HAO
vI2qHOwgd-I,[BOYS ll PLANET/9회 직캠] 나윤서 NA YUN SEO ♬Sugar HIGH - 냥냥줍줍 @데뷔 콘셉트 배틀,2025-09-12T09:01:08Z,35117,3362,484,https://www.youtube.com/watch?v=vI2qHOwgd-I,나윤서 NA YUN SEO
RcwGMjOfh9U,[BOYS ll PLANET/9회 직캠] 이리오 LEE LEO ♬Chains - Love Is @데뷔 콘셉트 배틀,2025-09-12T09:01:54Z,244894,24355,4435,https://www.youtube.com/watch?v=RcwGMjOfh9U,이리오 LEE LEO
sE3mduWPwFE,[BOYS ll PLANET/9회 직캠] 박준일 PARK JUN IL ♬Lucky MACHO - 777 (Triple 7) @데뷔 콘셉트 배틀,2025-09-12T09:00:23Z,90997,5431,1893,https://www.youtube.com/watch?v=sE3mduWPwFE,박준일 PARK JUN IL
WKhO7vc1eCQ,[BOYS ll PLANET/9회 직캠] 허씬롱 HE XIN LONG ♬Lucky MACHO - 777 (Triple 7) @데뷔 콘셉트 배틀,2025-09-12T09:00:10Z,385663,20330,6779,https://www.youtube.com/watch?v=WKhO7vc1eCQ,허씬롱 HE XIN LONG
W2bS9tFVHwY,[BOYS ll PLANET/7회 직캠] 박동규 PARK DONG GYU ♬Bad - Christopher @계급 쟁탈 포지션 배틀,2025-08-29T07:39:52Z,282679,19982,4445,https://www.youtube.com/watch?v=W2bS9tFVHwY,박동규 PARK DONG GYU
-iIHjaMZI54,[BOYS ll PLANET/6회 직캠] 전이정 JUN LEE JEONG ♬HOT 뜨거 - 원타임 (1TYM) @계급 쟁탈 포지션 배틀,2025-08-29T07:38:13Z,58078,5294,654,https://www.youtube.com/watch?v=-iIHjaMZI54,전이정 JUN LEE JEONG
YwFlEOd-3N0,[BOYS ll PLANET/7회 직캠 프리뷰] ♬Smoke (Prod. by Dynamicduo & Padi) - 다이나믹 듀오 & 이영지 @계급 쟁탈 포지션 배틀,2025-08-25T11:21:27Z,341931,10695,385,https://www.youtube.com/watch?v=YwFlEOd-3N0,
vK3oPirPUvo,[BOYS ll PLANET/7회 직캠 프리뷰] ♬FAMOUS - ALLDAY PROJECT @계급 쟁탈 포지션 배틀,2025-08-25T11:21:21Z,431778,19067,630,https://www.youtube.com/watch?v=vK3oPirPUvo,
6eXW3vNlhf8,[BOYS ll PLANET/4회 직캠] 쑨지아양 SUN JIA YANG ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:29Z,281417,11736,1287,https://www.youtube.com/watch?v=6eXW3vNlhf8,쑨지아양 SUN JIA YANG
IjMO54OGEW4,[BOYS ll PLANET/4회 직캠] 조우안신 ZHOU AN XIN ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:51Z,823537,54169,7396,https://www.youtube.com/watch?v=IjMO54OGEW4,조우안신 ZHOU AN XIN
4m1rcjdjns0,[BOYS ll PLANET/4회 직캠] 쉬칭위 HSU CHING YU ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:29Z,302656,31619,2118,https://www.youtube.com/watch?v=4m1rcjdjns0,쉬칭위 HSU CHING YU
zkFfkUNCHqA,[BOYS ll PLANET/4회 직캠] 이상원 LEE SANG WON ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:42Z,2588131,148553,17081,https://www.youtube.com/watch?v=zkFfkUNCHqA,이상원 LEE SANG WON
hh2m0kjYTqc,[BOYS ll PLANET/4회 직캠] 아오시 AOSHI ♬Rising Sun (순수) - 동방신기 (TVXQ!) @1vs1 계급 배틀,2025-08-04T11:33:56Z,30363,1698,269,https://www.youtube.com/watch?v=hh2m0kjYTqc,아오시 AOSHI
RuOTm4CtTUU,[BOYS ll PLANET/4회 직캠] 이동헌 LEE DONG HEON ♬Rising Sun (순수) - 동방신기 (TVXQ!) @1vs1 계급 배틀,2025-08-04T11:33:25Z,53000,3720,417,https://www.youtube.com/watch?v=RuOTm4CtTUU,이동헌 LEE DONG HEON
vy3Jq0iq178,[BOYS ll PLANET/4회 직캠] 센 SEN ♬KILL THE ROMEO - ZEROBASEONE @1vs1 계급 배틀,2025-08-04T11:31:55Z,190495,11848,1273,https://www.youtube.com/watch?v=vy3Jq0iq178,센 SEN
