videoId,title,publishedAt,views,likes,comments,url,trainee_name
TxJfOmvpa_4,[BOYS ll PLANET/9회 직캠] 정상현 CHUNG SANG HYEON ♬Sugar HIGH - 냥냥줍줍 @데뷔 콘셉트 배틀,2025-09-12T09:00:51Z,88942,10054,1388,https://www.youtube.com/watch?v=TxJfOmvpa_4,정상현 CHUNG SANG HYEON
YOLqUmzpYGM,[BOYS ll PLANET/9회 직캠] 전이정 JUN LEE JEONG ♬Chains - Love Is @데뷔 콘셉트 배틀,2025-09-12T09:01:46Z,111467,8121,1853,https://www.youtube.com/watch?v=YOLqUmzpYGM,전이정 JUN LEE JEONG
wyU1Taqkt98,[BOYS ll PLANET/9회 직캠] 김건우 KIM GEON WOO ♬Chains - Love Is @데뷔 콘셉트 배틀,2025-09-12T09:01:49Z,186856,13912,2312,https://www.youtube.com/watch?v=wyU1Taqkt98,김건우 KIM GEON WOO
gFtSBRp1Xd4,[BOYS ll PLANET/9회 직캠] 장지아하오 ZHANG JIA HAO ♬Chains - Love Is @데뷔 콘셉트 배틀,2025-09-12T09:02:04Z,873216,55562,12483,https://www.youtube.com/watch?v=gFtSBRp1Xd4,장지아하오 ZHANG JIA HAO
vI2qHOwgd-I,[BOYS ll PLANET/9회 직캠] 나윤서 NA YUN SEO ♬Sugar HIGH - 냥냥줍줍 @데뷔 콘셉트 배틀,2025-09-12T09:01:08Z,32551,3286,478,https://www.youtube.com/watch?v=vI2qHOwgd-I,나윤서 NA YUN SEO
RcwGMjOfh9U,[BOYS ll PLANET/9회 직캠] 이리오 LEE LEO ♬Chains - Love Is @데뷔 콘셉트 배틀,2025-09-12T09:01:54Z,227970,23783,4353,https://www.youtube.com/watch?v=RcwGMjOfh9U,이리오 LEE LEO
9W2p6n50tyI,[BOYS ll PLANET/9회 직캠] 유강민 YOO KANG MIN ♬MAIN DISH - MAIN CHEF (메인 셰프) @데뷔 콘셉트 배틀,2025-09-12T09:01:40Z,153890,13388,2467,https://www.youtube.com/watch?v=9W2p6n50tyI,유강민 YOO KANG MIN
aoZGHX6eamc,[BOYS ll PLANET/9회 직캠] 천카이원 CHEN KAI WEN ♬MAIN DISH - MAIN CHEF (메인 셰프) @데뷔 콘셉트 배틀,2025-09-12T09:01:20Z,76797,7777,1354,https://www.youtube.com/watch?v=aoZGHX6eamc,천카이원 CHEN KAI WEN
wjEs-vKN654,[BOYS ll PLANET/9회 직캠] 쉬칭위 HSU CHING YU ♬MAIN DISH - MAIN CHEF (메인 셰프) @데뷔 콘셉트 배틀,2025-09-12T09:01:23Z,81617,7952,1191,https://www.youtube.com/watch?v=wjEs-vKN654,쉬칭위 HSU CHING YU
sE3mduWPwFE,[BOYS ll PLANET/9회 직캠] 박준일 PARK JUN IL ♬Lucky MACHO - 777 (Triple 7) @데뷔 콘셉트 배틀,2025-09-12T09:00:23Z,84510,5278,1851,https://www.youtube.com/watch?v=sE3mduWPwFE,박준일 PARK JUN IL
RBj_YcPEdPo,[BOYS ll PLANET/9회 직캠] 유메키 YUMEKI ♬Lucky MACHO - 777 (Triple 7) @데뷔 콘셉트 배틀,2025-09-12T09:00:29Z,454729,30139,4152,https://www.youtube.com/watch?v=RBj_YcPEdPo,유메키 YUMEKI
WKhO7vc1eCQ,[BOYS ll PLANET/9회 직캠] 허씬롱 HE XIN LONG ♬Lucky MACHO - 777 (Triple 7) @데뷔 콘셉트 배틀,2025-09-12T09:00:10Z,341816,19600,6269,https://www.youtube.com/watch?v=WKhO7vc1eCQ,허씬롱 HE XIN LONG
mu4lQfZ3Tfg,[BOYS ll PLANET/9회 직캠] 김준민 KIM JUN MIN ♬Lucky MACHO - 777 (Triple 7) @데뷔 콘셉트 배틀,2025-09-12T09:00:16Z,132811,11674,2534,https://www.youtube.com/watch?v=mu4lQfZ3Tfg,김준민 KIM JUN MIN
ld7dMvnD6xs,[BOYS ll PLANET/7회 직캠] 서원 SEO WON ♬FAMOUS - ALLDAY PROJECT @계급 쟁탈 포지션 배틀,2025-08-29T07:41:17Z,25823,2168,302,https://www.youtube.com/watch?v=ld7dMvnD6xs,서원 SEO WON
vLIMjAxbN9c,[BOYS ll PLANET/7회 직캠] 쉬에수런 XUE SU REN ♬Tambourine - Eve @계급 쟁탈 포지션 배틀,2025-08-29T07:40:12Z,51425,4052,678,https://www.youtube.com/watch?v=vLIMjAxbN9c,쉬에수런 XUE SU REN
W2bS9tFVHwY,[BOYS ll PLANET/7회 직캠] 박동규 PARK DONG GYU ♬Bad - Christopher @계급 쟁탈 포지션 배틀,2025-08-29T07:39:52Z,265923,19381,4272,https://www.youtube.com/watch?v=W2bS9tFVHwY,박동규 PARK DONG GYU
-iIHjaMZI54,[BOYS ll PLANET/6회 직캠] 전이정 JUN LEE JEONG ♬HOT 뜨거 - 원타임 (1TYM) @계급 쟁탈 포지션 배틀,2025-08-29T07:38:13Z,54700,5140,637,https://www.youtube.com/watch?v=-iIHjaMZI54,전이정 JUN LEE JEONG
YwFlEOd-3N0,[BOYS ll PLANET/7회 직캠 프리뷰] ♬Smoke (Prod. by Dynamicduo & Padi) - 다이나믹 듀오 & 이영지 @계급 쟁탈 포지션 배틀,2025-08-25T11:21:27Z,341279,10688,385,https://www.youtube.com/watch?v=YwFlEOd-3N0,
vK3oPirPUvo,[BOYS ll PLANET/7회 직캠 프리뷰] ♬FAMOUS - ALLDAY PROJECT @계급 쟁탈 포지션 배틀,2025-08-25T11:21:21Z,430446,19033,632,https://www.youtube.com/watch?v=vK3oPirPUvo,
IjMO54OGEW4,[BOYS ll PLANET/4회 직캠] 조우안신 ZHOU AN XIN ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:51Z,815954,54060,7390,https://www.youtube.com/watch?v=IjMO54OGEW4,조우안신 ZHOU AN XIN
4m1rcjdjns0,[BOYS ll PLANET/4회 직캠] 쉬칭위 HSU CHING YU ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:29Z,300042,31578,2116,https://www.youtube.com/watch?v=4m1rcjdjns0,쉬칭위 HSU CHING YU
zkFfkUNCHqA,[BOYS ll PLANET/4회 직캠] 이상원 LEE SANG WON ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:42Z,2558693,148077,17103,https://www.youtube.com/watch?v=zkFfkUNCHqA,이상원 LEE SANG WON
