trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,2329281,143794,16783,https://www.youtube.com/watch?v=zkFfkUNCHqA,1,1,1,1.0,1.0,1.0,3.0,1.0,1
허씬롱 HE XIN LONG,1023196,60752,12597,https://www.youtube.com/watch?v=z5wuHjWSaYE,3,3,2,0.4369852479043506,0.421233473421568,0.7497010284620904,1.6079197497880091,0.5359732499293364,2
이리오 LEE LEO,821582,69860,9519,https://www.youtube.com/watch?v=xuy7aELIndk,4,2,3,0.35007539423555245,0.4847122615537946,0.5656541497249462,1.4004418055142933,0.4668139351714311,3
유메키 YUMEKI,1136607,56795,7779,https://www.youtube.com/watch?v=hfer1acos3Q,2,4,4,0.4858733876884533,0.3936549090123431,0.4616120545324085,1.341140351233205,0.44704678374440165,4
조우안신 ZHOU AN XIN,763978,53167,7282,https://www.youtube.com/watch?v=IjMO54OGEW4,5,5,5,0.3252440074730387,0.36836933113095116,0.4318942836641952,1.125507622268185,0.37516920742272836,5
김건우 KIM GEON WOO,478018,24549,6361,https://www.youtube.com/watch?v=fIk2XvR2w2M,6,10,6,0.2019750789505674,0.1689143510290561,0.3768237263812485,0.747713156360872,0.24923771878695733,6
김준서 KIM JUN SEO,453645,34739,3336,https://www.youtube.com/watch?v=_czc_slWvT0,8,6,9,0.19146859694302024,0.2399342073166482,0.19594594594594594,0.6273487502056143,0.2091162500685381,7
정상현 CHUNG SANG HYEON,461016,33992,2893,https://www.youtube.com/watch?v=Y5DEtLE1AFE,7,7,11,0.19464601781355856,0.23472794307260195,0.16945706768715618,0.5988310285733167,0.19961034285777224,8
강우진 KANG WOO JIN,288782,29211,4384,https://www.youtube.com/watch?v=Zs7ssp7azqI,11,9,7,0.12040101629187958,0.20140645799792306,0.2586103802917962,0.5804178545815988,0.19347261819386627,9
최립우 CHUEI LI YU,372115,22158,3506,https://www.youtube.com/watch?v=ay3GFkTcBvk,9,11,8,0.15632341669949987,0.1522501237097595,0.20611097823487204,0.5146845186441313,0.17156150621471045,10
쉬칭위 HSU CHING YU,281521,31161,2083,https://www.youtube.com/watch?v=4m1rcjdjns0,12,8,15,0.11727101317955035,0.21499710763097554,0.12102367854580244,0.45329179935632835,0.15109726645210944,11
쑨헝위 SUN HENG YU,306270,20787,2700,https://www.youtube.com/watch?v=-ykCaAX8pwM,10,12,12,0.1279395777060668,0.14269485158313644,0.15791676632384596,0.4285511956130492,0.14285039853768308,12
허중싱 HE ZHONG XING,249719,12942,2896,https://www.youtube.com/watch?v=9jJq-39La2E,15,19,10,0.1035621082107728,0.08801862267477924,0.16963645060990193,0.361217181495454,0.12040572716515134,13
