trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,2493168,146906,17004,https://www.youtube.com/watch?v=zkFfkUNCHqA,1,1,1,1.0,1.0,1.0,3.0,1.0,1
유메키 YUMEKI,1854593,99136,15914,https://www.youtube.com/watch?v=BWpAIk8_uls,2,2,2,0.7428661281113168,0.6739916740599194,0.9356742401888463,2.3525320423600826,0.7841773474533609,2
이리오 LEE LEO,1119857,96468,14268,https://www.youtube.com/watch?v=_WLyTIGuv2Q,5,3,3,0.4470112755160798,0.6557837985395483,0.8385364414281499,1.9413315154837778,0.6471105051612592,3
허씬롱 HE XIN LONG,1161072,63153,13309,https://www.youtube.com/watch?v=z5wuHjWSaYE,4,5,4,0.4636072470619312,0.42842421347164406,0.7819415756860431,1.6739730362196183,0.5579910120732061,4
,1390943,68311,5493,https://www.youtube.com/watch?v=RuBFU6KCjSc,3,4,7,0.5561689982500039,0.4636251962055552,0.32068456771909115,1.3404787621746501,0.4468262540582167,5
조우안신 ZHOU AN XIN,800500,53800,7365,https://www.youtube.com/watch?v=IjMO54OGEW4,6,6,5,0.31841635412900043,0.3645942810346004,0.431159634110357,1.114170269273958,0.371390089757986,6
정상현 CHUNG SANG HYEON,568450,42138,3867,https://www.youtube.com/watch?v=zFyKU86euJ4,7,7,11,0.22497718884415693,0.28500648331399714,0.22472705812924165,0.7347107302873958,0.24490357676246524,7
김준서 KIM JUN SEO,495870,35488,3394,https://www.youtube.com/watch?v=_czc_slWvT0,8,8,13,0.19575152792463985,0.2396232853340613,0.19681321923871348,0.6321880324974146,0.21072934416580488,8
허중싱 HE ZHONG XING,384315,21001,5634,https://www.youtube.com/watch?v=RfTf44Mai8Y,10,14,6,0.15083187231873285,0.14075615914829728,0.3290056063735615,0.6205936378405916,0.20686454594686388,9
강우진 KANG WOO JIN,309779,29842,4437,https://www.youtube.com/watch?v=Zs7ssp7azqI,13,10,8,0.12081859232015024,0.2010919265679383,0.2583652994983771,0.5802758183864656,0.19342527279548852,10
장지아하오 ZHANG JIA HAO,349541,24933,4281,https://www.youtube.com/watch?v=n1ibOjvf4n0,11,11,9,0.13682948691207417,0.16759025455538115,0.24915904396577163,0.5535787854332269,0.18452626181107565,11
최립우 CHUEI LI YU,386740,22466,3565,https://www.youtube.com/watch?v=ay3GFkTcBvk,9,12,12,0.15180834280274813,0.1507541117859824,0.2069046916494541,0.5094671462381847,0.1698223820793949,12
박동규 PARK DONG GYU,231583,17929,4114,https://www.youtube.com/watch?v=W2bS9tFVHwY,17,16,10,0.08933154656012601,0.1197911690438818,0.23930362938920036,0.44842634499320816,0.14947544833106938,13
쉬칭위 HSU CHING YU,294574,31440,2104,https://www.youtube.com/watch?v=4m1rcjdjns0,14,9,16,0.11469602171831424,0.21199754316522215,0.12068456771909118,0.4473781326026276,0.14912604420087586,14
쑨헝위 SUN HENG YU,318200,21102,2760,https://www.youtube.com/watch?v=-ykCaAX8pwM,12,13,14,0.12420946157618845,0.14144543779430832,0.1593980525228681,0.4250529518933649,0.1416843172977883,15
마사토 MASATO,291469,17852,1834,https://www.youtube.com/watch?v=rCvkb23P0ws,15,17,19,0.11344573683053386,0.11926567938306148,0.1047506639126586,0.33746208012625395,0.11248736004208465,16
장한음 JANG HAN EUM,263447,16163,2059,https://www.youtube.com/watch?v=rlrM1_TEaCY,16,18,17,0.10216216738596637,0.10773902955026274,0.11802891708468574,0.3279301140209149,0.10931003800697163,17
앤드류 ANDREW,146589,18028,2182,https://www.youtube.com/watch?v=IRu5Ikd_LnI,21,15,15,0.055107162098932364,0.12046679860779362,0.12528769548539392,0.3008616561921199,0.10028721873070663,18
당홍하이 DANG HONG HAI,120748,12364,1769,https://www.youtube.com/watch?v=2jda9n-_pZ4,23,20,20,0.044701812087617386,0.08181259810277759,0.10091472410740632,0.2274291342978013,0.07580971143260043,19
쉬에수런 XUE SU REN,140135,10237,1878,https://www.youtube.com/watch?v=vLIMjAxbN9c,22,23,18,0.05250834127260882,0.06729679929024773,0.10734730008852168,0.22715244065137824,0.07571748021712608,20
한해리준 HAN HARRY JUNE,161094,11060,1488,https://www.youtube.com/watch?v=Csmftq5Q_ic,19,22,21,0.060947864932186645,0.0729133965740804,0.08433166125700797,0.218192922763275,0.072730974254425,21
센 SEN,180965,11634,1260,https://www.youtube.com/watch?v=vy3Jq0iq178,18,21,22,0.0689492855457403,0.07683068313655907,0.0708763647093538,0.21665633339165316,0.07221877779721772,22
나윤서 NA YUN SEO,154402,13715,1071,https://www.youtube.com/watch?v=3PvailAbrjs,20,19,27,0.0582532090645453,0.09103255306080667,0.05972263204485099,0.20900839417020295,0.06966946472340098,23
전이정 JUN LEE JEONG,95194,9576,1216,https://www.youtube.com/watch?v=-iIHjaMZI54,25,24,24,0.03441202786142092,0.0627857776564526,0.06827972853349071,0.16547753405136423,0.05515917801712141,24
김시환 KIM SI HWAN,100432,6490,1122,https://www.youtube.com/watch?v=0_GrB1cHkkY,24,27,26,0.03652120410689392,0.04172524397734252,0.06273236943051047,0.14097881751474692,0.04699293917158231,25
박준일 PARK JUN IL,88203,6518,1189,https://www.youtube.com/watch?v=RxjiwVvskz4,26,26,25,0.0315969741897711,0.04191633112673173,0.06668633815284744,0.14019964346935027,0.046733214489783424,26
문원준 MUHN WON JUN,78941,5179,1239,https://www.youtube.com/watch?v=BBrq5n9MMpw,27,28,23,0.02786746094319398,0.03277827066129803,0.06963706107996459,0.13028279268445658,0.04342759756148553,27
유강민 YOO KANG MIN,58906,6870,960,https://www.youtube.com/watch?v=-5ySTLq99KA,29,25,28,0.019800002738144036,0.044318569576196,0.05317202714665093,0.11729059946099096,0.039096866486996985,28
김인후 KIM IN HU,71073,4380,664,https://www.youtube.com/watch?v=CM2IBT37mVo,28,29,29,0.024699267224335335,0.027325462362656112,0.03570374741811744,0.08772847700510888,0.029242825668369627,29
김태조 KIM TAE JO,47454,3673,474,https://www.youtube.com/watch?v=RmYFymTqIW0,30,30,31,0.015188646044146934,0.022500511840578722,0.024491000295072292,0.06218015817979795,0.020726719393265983,30
조계현 JO GYE HYEON,26755,2686,486,https://www.youtube.com/watch?v=FX4ve6f8p30,33,31,30,0.0068538161271851795,0.015764689824609296,0.025199173797580406,0.04781767974937488,0.015939226583124962,31
염예찬 YEOM YE CHAN,22516,2111,425,https://www.youtube.com/watch?v=kl_v8acZ8UA,36,33,32,0.005146905454302389,0.011840578721081007,0.02159929182649749,0.03858677600188089,0.01286225866729363,32
타츠키 TATSUKI,28759,1927,362,https://www.youtube.com/watch?v=8zAqKo_Qnoo,32,34,33,0.00766076328181059,0.010584863167951956,0.017881380938329892,0.036127007388092436,0.012042335796030812,33
서원 SEO WON,23999,2123,300,https://www.youtube.com/watch?v=ld7dMvnD6xs,34,32,35,0.005744062455454826,0.01192247321367638,0.014222484508704633,0.03188902017783584,0.010629673392611947,34
