trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,2576199,148353,17077,https://www.youtube.com/watch?v=zkFfkUNCHqA,1,1,2,1.0,1.0,0.8374688589935226,2.837468858993523,0.9458229529978409,1
허씬롱 HE XIN LONG,1618339,84540,20339,https://www.youtube.com/watch?v=WKhO7vc1eCQ,2,2,1,0.6245850431319984,0.5648886191778206,1.0,2.189473662309819,0.729824554103273,2
장지아하오 ZHANG JIA HAO,1114421,71027,15073,https://www.youtube.com/watch?v=gFtSBRp1Xd4,3,3,3,0.4270839947167711,0.4727497119167593,0.7376183358246139,1.6374520424581442,0.545817347486048,3
조우안신 ZHOU AN XIN,820097,54113,7394,https://www.youtube.com/watch?v=IjMO54OGEW4,4,4,4,0.3117293168252027,0.3574209560954323,0.35500747384155457,1.0241577467621896,0.34138591558739656,4
정상현 CHUNG SANG HYEON,521164,35143,2957,https://www.youtube.com/watch?v=Y5DEtLE1AFE,6,5,7,0.194568229295269,0.22807328564902257,0.13393124065769807,0.5565727556019897,0.1855242518673299,5
,773092,29754,1016,https://www.youtube.com/watch?v=YwFlEOd-3N0,5,7,14,0.29330660364417377,0.19132818306411473,0.037219730941704034,0.5218545176499926,0.17395150588333086,6
이리오 LEE LEO,240607,24229,4424,https://www.youtube.com/watch?v=RcwGMjOfh9U,12,8,5,0.084609264463231,0.15365575927832592,0.2070254110612855,0.4452904348028424,0.1484301449342808,7
박동규 PARK DONG GYU,277718,19794,4362,https://www.youtube.com/watch?v=W2bS9tFVHwY,11,9,6,0.09915421306149004,0.12341554217606829,0.20393622321873442,0.4265059784562928,0.14216865948543092,8
쉬칭위 HSU CHING YU,301936,31607,2119,https://www.youtube.com/watch?v=4m1rcjdjns0,7,6,8,0.1086459962296245,0.20396293442611774,0.09217737917289487,0.4047863098286371,0.13492876994287903,9
장한음 JANG HAN EUM,279856,16615,2072,https://www.youtube.com/watch?v=rlrM1_TEaCY,10,11,9,0.09999216138147812,0.10173940910547596,0.0898355754857997,0.2915671459727538,0.0971890486575846,10
유강민 YOO KANG MIN,284948,18084,1589,https://www.youtube.com/watch?v=bQ27CInAK7I,8,10,11,0.10198787365714666,0.11175584178263864,0.06576980568011959,0.2795135211199049,0.09317117370663497,11
쑨지아양 SUN JIA YANG,280649,11735,1287,https://www.youtube.com/watch?v=6eXW3vNlhf8,9,13,12,0.10030296260587034,0.06846494248562993,0.050722471350274044,0.2194903764417743,0.07316345881392476,12
센 SEN,189557,11836,1274,https://www.youtube.com/watch?v=vy3Jq0iq178,13,12,13,0.06460119068615347,0.06915361484804887,0.05007473841554559,0.18382954394974793,0.06127651464991598,13
박준일 PARK JUN IL,89642,5403,1886,https://www.youtube.com/watch?v=sE3mduWPwFE,14,14,10,0.025441412205512902,0.025289958338731343,0.08056801195814649,0.13129938250239073,0.043766460834130244,14
전이정 JUN LEE JEONG,56994,5245,649,https://www.youtube.com/watch?v=-iIHjaMZI54,15,15,16,0.012645651330409529,0.02421262929653141,0.018933731938216243,0.05579201256515718,0.01859733752171906,15
쉬에수런 XUE SU REN,53077,4100,684,https://www.youtube.com/watch?v=vLIMjAxbN9c,16,16,15,0.011110457892900955,0.01640540300970278,0.020677628300946688,0.04819348920355042,0.016064496401183473,16
이동헌 LEE DONG HEON,52857,3714,417,https://www.youtube.com/watch?v=RuOTm4CtTUU,17,17,19,0.011024233089160366,0.013773447248378893,0.007374190333831589,0.032171870671370846,0.01072395689045695,17
나윤서 NA YUN SEO,34395,3344,482,https://www.youtube.com/watch?v=vI2qHOwgd-I,18,18,17,0.003788404331620595,0.011250588098923353,0.010612855007473842,0.02565184743801779,0.008550615812672597,18
염예찬 YEOM YE CHAN,24729,2164,424,https://www.youtube.com/watch?v=kl_v8acZ8UA,21,20,18,0.0,0.003204712973632713,0.007722969606377678,0.010927682580010391,0.003642560860003464,19
서원 SEO WON,26288,2183,302,https://www.youtube.com/watch?v=ld7dMvnD6xs,20,19,20,0.0006110203137798994,0.0033342652002263753,0.0016442451420029896,0.005589530656009265,0.0018631768853364216,20
아오시 AOSHI,30288,1694,269,https://www.youtube.com/watch?v=hh2m0kjYTqc,19,21,21,0.0021787440181542405,0.0,0.0,0.0021787440181542405,0.0007262480060514135,21
