trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,2844984,150149,17162,https://www.youtube.com/watch?v=zkFfkUNCHqA,1,1,1,1.0,1.0,1.0,3.0,1.0,1
장지아하오 ZHANG JIA HAO,1223524,63205,13965,https://www.youtube.com/watch?v=gFtSBRp1Xd4,2,2,2,0.4233543856554487,0.4141081969864417,0.8106154848646407,1.6480780675065312,0.5493593558355104,2
허씬롱 HE XIN LONG,529297,22107,6841,https://www.youtube.com/watch?v=WKhO7vc1eCQ,3,4,3,0.1764639567151265,0.13716003126768916,0.38860257093774064,0.7022265589205563,0.23407551964018544,3
이리오 LEE LEO,297220,25416,4417,https://www.youtube.com/watch?v=RcwGMjOfh9U,4,3,4,0.09392958384114844,0.1594584759697027,0.24500918192050233,0.49839724173135347,0.16613241391045117,4
박준일 PARK JUN IL,114059,5817,1985,https://www.youtube.com/watch?v=sE3mduWPwFE,5,6,5,0.028791382856256823,0.027386182915981563,0.10094188732894971,0.15711945310118808,0.05237315103372936,5
전이정 JUN LEE JEONG,76369,5864,653,https://www.youtube.com/watch?v=-iIHjaMZI54,6,5,6,0.01538755346506238,0.027702903043208712,0.02203660920561578,0.06512706571388688,0.02170902190462896,6
아오시 AOSHI,33101,1753,281,https://www.youtube.com/watch?v=hh2m0kjYTqc,7,7,7,0.0,0.0,0.0,0.0,0.0,7
