trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
허씬롱 HE XIN LONG,1224476,81995,15693,https://www.youtube.com/watch?v=nQwpWw6Riq4,3,2,1,0.8511635843825968,0.974368769772578,1.0,2.825532354155175,0.941844118051725,1
유메키 YUMEKI,1437296,84142,12751,https://www.youtube.com/watch?v=BWpAIk8_uls,1,1,2,1.0,1.0,0.8118203914545222,2.811820391454522,0.937273463818174,2
,1321092,57908,4579,https://www.youtube.com/watch?v=YwFlEOd-3N0,2,4,5,0.9187323238398425,0.6868143019160747,0.2891134706409108,1.894660096396828,0.6315533654656094,3
조우안신 ZHOU AN XIN,832777,60951,9146,https://www.youtube.com/watch?v=NrW9ZzVzP9c,4,3,3,0.5772275108889343,0.7231421237987227,0.5812332096712294,1.8816028443588864,0.6272009481196288,4
정상현 CHUNG SANG HYEON,520093,38751,3686,https://www.youtube.com/watch?v=zFyKU86euJ4,5,5,7,0.35855085558909344,0.45811496448397304,0.23199437124216452,1.0486601913152311,0.34955339710507705,5
최립우 CHUEI LI YU,411473,26434,4863,https://www.youtube.com/watch?v=YrroxFbj2qk,6,6,4,0.2825870765064774,0.31107264370560495,0.3072790072917999,0.9009387275038823,0.3003129091679608,6
허중싱 HE ZHONG XING,306127,18223,4570,https://www.youtube.com/watch?v=RfTf44Mai8Y,9,15,6,0.20891298084051102,0.2130484092401361,0.28853780222591785,0.710499192306565,0.23683306410218832,7
쑨헝위 SUN HENG YU,325285,22849,3139,https://www.youtube.com/watch?v=Fwyfo8US_mY,7,8,12,0.22231119553085127,0.26827433892437175,0.19700652424203657,0.6875920586972596,0.22919735289908652,8
이상원 LEE SANG WON,231547,25429,3607,https://www.youtube.com/watch?v=y1jca7lw12U,13,7,10,0.1567551954972823,0.2990747925744643,0.22694128182167073,0.6827712698934173,0.22759042329780577,9
장지아하오 ZHANG JIA HAO,217735,22509,3682,https://www.youtube.com/watch?v=n1ibOjvf4n0,15,10,8,0.14709572471207616,0.26421536441234406,0.23173851861327874,0.6430496077376989,0.21434986924589963,10
마사토 MASATO,311827,21857,2772,https://www.youtube.com/watch?v=gQrHaG8wnWM,8,11,16,0.21289929589087847,0.25643168387751447,0.17353204554176793,0.6428630253101608,0.21428767510338695,11
박준일 PARK JUN IL,260815,21675,3245,https://www.youtube.com/watch?v=RxjiwVvskz4,12,12,11,0.1772238742506427,0.25425893869754673,0.20378661890750926,0.6352694318556987,0.21175647728523292,12
장한음 JANG HAN EUM,282683,19857,2802,https://www.youtube.com/watch?v=rtWyebYZ6p0,10,13,14,0.19251733697370152,0.23255536321852802,0.17545094025841115,0.6005236404506407,0.2001745468168802,13
김준민 KIM JUN MIN,192020,22774,2812,https://www.youtube.com/watch?v=hLRnAZLVBQs,16,9,13,0.12911184900677813,0.2673789768996598,0.17609057183062557,0.5725813977370635,0.1908604659123545,14
이리오 LEE LEO,120713,18228,3673,https://www.youtube.com/watch?v=_WLyTIGuv2Q,21,14,9,0.07924304772668146,0.21310810004178357,0.23116285019828578,0.5235139979667508,0.17450466598891692,15
센 SEN,220625,15975,2101,https://www.youtube.com/watch?v=pmk_LXqOkAg,14,17,19,0.1491168563779642,0.1862114248194353,0.1306127670461814,0.46594104824358096,0.1553136827478603,16
앤드류 ANDREW,138570,17515,2146,https://www.youtube.com/watch?v=IRu5Ikd_LnI,20,16,17,0.09173140349061328,0.2045961917268549,0.13349110912114623,0.42981870433861435,0.14327290144620478,17
쑨지아양 SUN JIA YANG,277377,12786,1489,https://www.youtube.com/watch?v=olK3wOkMG7s,11,21,25,0.18880656720927175,0.14814063152868143,0.09146731482665985,0.428414513564613,0.142804837854871,18
전이정 JUN LEE JEONG,176503,14270,2118,https://www.youtube.com/watch?v=-iIHjaMZI54,18,20,18,0.11825998047404979,0.16585686145764938,0.1317001407189459,0.41581698265064504,0.13860566088354834,19
한해리준 HAN HARRY JUNE,178553,14404,2049,https://www.youtube.com/watch?v=yl0kBrupBXU,17,19,20,0.11969365518514685,0.16745657494180147,0.1272866828706665,0.41443691299761476,0.1381456376658716,20
나윤서 NA YUN SEO,164234,15718,1266,https://www.youtube.com/watch?v=VvDq5LJBrKs,19,18,27,0.10967961216651327,0.18314331761475558,0.07720353076627863,0.37002646054754745,0.12334215351584915,21
김준서 KIM JUN SEO,83256,10544,2799,https://www.youtube.com/watch?v=2FI7PW4hht8,28,24,15,0.053047363017626505,0.12137527606995761,0.17525905078674683,0.34968168987433096,0.11656056329144365,22
당홍하이 DANG HONG HAI,107614,11531,1659,https://www.youtube.com/watch?v=2jda9n-_pZ4,22,22,23,0.07008221599953003,0.13315824031516743,0.10234105155430472,0.3055815078690022,0.10186050262300073,23
김건우 KIM GEON WOO,71357,11227,1979,https://www.youtube.com/watch?v=6TFokTH1YA0,33,23,21,0.04472575551160507,0.1295290395750015,0.12280926186516566,0.29706405695177224,0.09902135231725741,24
