trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,2567559,148229,17097,https://www.youtube.com/watch?v=zkFfkUNCHqA,1,1,2,1.0,1.0,0.848613212304589,2.848613212304589,0.9495377374348629,1
허씬롱 HE XIN LONG,1593231,84200,20099,https://www.youtube.com/watch?v=WKhO7vc1eCQ,2,2,1,0.6166329989116672,0.5630523349051776,1.0,2.179685333816845,0.7265617779389483,2
장지아하오 ZHANG JIA HAO,1083202,70194,14702,https://www.youtube.com/watch?v=gFtSBRp1Xd4,3,3,3,0.4159528499289003,0.4674723789896067,0.7278366111951589,1.6112618401136658,0.5370872800378886,3
조우안신 ZHOU AN XIN,1010426,69799,10675,https://www.youtube.com/watch?v=0kL234mHbEE,4,4,4,0.38731781442627233,0.46477681404696425,0.5247604639435199,1.3768550924167564,0.4589516974722521,4
정상현 CHUNG SANG HYEON,516933,35053,2950,https://www.youtube.com/watch?v=Y5DEtLE1AFE,6,5,7,0.193144054185281,0.22766263810505197,0.13519919314170448,0.5560058854320374,0.18533529514401248,5
,772470,29727,1016,https://www.youtube.com/watch?v=YwFlEOd-3N0,5,7,16,0.29368971576650343,0.1913168687771689,0.03767019667170953,0.5226767812153819,0.1742255937384606,6
이리오 LEE LEO,234993,24049,4403,https://www.youtube.com/watch?v=RcwGMjOfh9U,11,8,5,0.08220965397627072,0.15256897575356396,0.20847201210287444,0.4432506418327091,0.14775021394423637,7
박동규 PARK DONG GYU,272261,19625,4318,https://www.youtube.com/watch?v=W2bS9tFVHwY,10,9,6,0.09687342366836618,0.12237864839596825,0.20418557740796772,0.42343764947230217,0.14114588315743407,8
쉬칭위 HSU CHING YU,301015,31606,2119,https://www.youtube.com/watch?v=4m1rcjdjns0,7,6,11,0.10818720583340088,0.20413956884609347,0.09329299041855774,0.4056197650980521,0.13520658836601737,9
장한음 JANG HAN EUM,278146,16567,2072,https://www.youtube.com/watch?v=rlrM1_TEaCY,9,11,12,0.0991889835223423,0.10151019878938425,0.09092284417549168,0.29162202648721824,0.09720734216240608,10
앤드류 ANDREW,151877,18296,2201,https://www.youtube.com/watch?v=IRu5Ikd_LnI,15,10,10,0.04950615816946042,0.11330926660160914,0.09742813918305597,0.2602435639541255,0.08674785465137518,11
김건우 KIM GEON WOO,195537,14223,2346,https://www.youtube.com/watch?v=wyU1Taqkt98,12,12,9,0.06668497604959586,0.08551423872469069,0.10474029248613212,0.2569395072604187,0.08564650242013956,12
전이정 JUN LEE JEONG,171956,13514,2539,https://www.youtube.com/watch?v=YOLqUmzpYGM,14,13,8,0.05740660444099591,0.08067587025802357,0.11447302067574382,0.2525554953747633,0.0841851651249211,13
쑨지아양 SUN JIA YANG,279725,11727,1287,https://www.youtube.com/watch?v=6eXW3vNlhf8,8,15,14,0.09981026967517634,0.06848099797320813,0.051336359051941505,0.21962762670032598,0.07320920890010867,14
센 SEN,188676,11816,1272,https://www.youtube.com/watch?v=vy3Jq0iq178,13,14,15,0.06398539131584394,0.06908835311218327,0.050579929399899144,0.18365367382792636,0.061217891275975454,15
박준일 PARK JUN IL,87376,5349,1872,https://www.youtube.com/watch?v=sE3mduWPwFE,16,16,13,0.024127071314521884,0.024956154418338032,0.08083711548159354,0.12992034121445345,0.043306780404817814,16
쉬에수런 XUE SU REN,52297,4079,683,https://www.youtube.com/watch?v=vLIMjAxbN9c,18,17,17,0.010324603325120342,0.016289401311614132,0.020877458396369137,0.047491463033103615,0.015830487677701205,17
이동헌 LEE DONG HEON,52682,3712,416,https://www.youtube.com/watch?v=RuOTm4CtTUU,17,18,19,0.010476088549212238,0.013784914390222265,0.007413010590015128,0.03167401352944963,0.010558004509816544,18
나윤서 NA YUN SEO,33570,3320,479,https://www.youtube.com/watch?v=vI2qHOwgd-I,19,19,18,0.002956125944421842,0.011109822092713786,0.01059001512859304,0.02465596316572867,0.008218654388576224,19
서원 SEO WON,26057,2173,302,https://www.youtube.com/watch?v=ld7dMvnD6xs,21,20,20,0.0,0.0032824474364836183,0.0016641452344931921,0.00494659267097681,0.0016488642236589367,20
아오시 AOSHI,30206,1692,269,https://www.youtube.com/watch?v=hh2m0kjYTqc,20,21,21,0.0016324992071617493,0.0,0.0,0.0016324992071617493,0.0005441664023872497,21
