trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
,3863424,221235,21698,https://www.youtube.com/watch?v=RuBFU6KCjSc,1,1,1,1.0,1.0,1.0,3.0,1.0,1
이상원 LEE SANG WON,2364626,144584,16829,https://www.youtube.com/watch?v=zkFfkUNCHqA,2,2,2,0.6110934521262614,0.653037298569618,0.7749896021073063,2.039120352803186,0.6797067842677286,2
허씬롱 HE XIN LONG,1056312,61357,12834,https://www.youtube.com/watch?v=z5wuHjWSaYE,4,4,3,0.2716134946704319,0.2763081658518921,0.5903692407227691,1.1382909012450932,0.37943030041503106,3
이리오 LEE LEO,833012,70210,9525,https://www.youtube.com/watch?v=xuy7aELIndk,5,3,4,0.21367184266648884,0.3163814955640051,0.4374508988400573,0.9675042370705512,0.3225014123568504,4
유메키 YUMEKI,1148414,56982,7802,https://www.youtube.com/watch?v=hfer1acos3Q,3,5,5,0.2955120259416686,0.25650461705594785,0.35782614723416056,0.9098427902317769,0.303280930077259,5
조우안신 ZHOU AN XIN,771687,53332,7310,https://www.youtube.com/watch?v=IjMO54OGEW4,6,6,6,0.19775929537969167,0.23998279920333151,0.3350894218771662,0.7728315164601893,0.25761050548672976,6
김건우 KIM GEON WOO,486634,24794,6379,https://www.youtube.com/watch?v=fIk2XvR2w2M,7,11,7,0.12379403909361923,0.11080481622306718,0.2920652525532603,0.5266641078699468,0.1755547026233156,7
김준서 KIM JUN SEO,462463,34937,3349,https://www.youtube.com/watch?v=_czc_slWvT0,9,7,10,0.11752217312591969,0.1567173637515843,0.15204029761079532,0.4262798344882993,0.14209327816276643,8
강우진 KANG WOO JIN,292898,29331,4404,https://www.youtube.com/watch?v=Zs7ssp7azqI,12,10,8,0.07352362309435408,0.13134166214014123,0.20079486113036646,0.4056601463648618,0.13522004878828728,9
정상현 CHUNG SANG HYEON,469727,34140,2902,https://www.youtube.com/watch?v=Y5DEtLE1AFE,8,8,12,0.11940702829903498,0.15310972297664313,0.13138315079255047,0.40389990206822857,0.1346333006894095,10
최립우 CHUEI LI YU,375920,22242,3557,https://www.youtube.com/watch?v=ay3GFkTcBvk,10,12,9,0.09506608539919671,0.09925312330255295,0.16165257174545958,0.35597178044720923,0.11865726014906974,11
쉬칭위 HSU CHING YU,284861,31252,2090,https://www.youtube.com/watch?v=4m1rcjdjns0,13,9,16,0.07143819068434203,0.1400371175086004,0.09385831138222654,0.30533361957516897,0.10177787319172299,12
쑨헝위 SUN HENG YU,309104,20874,2711,https://www.youtube.com/watch?v=-ykCaAX8pwM,11,13,13,0.07772873913723764,0.09306083650190114,0.12255649521696936,0.29334607085610814,0.09778202361870271,13
허중싱 HE ZHONG XING,253559,13054,2906,https://www.youtube.com/watch?v=9jJq-39La2E,16,20,11,0.06331598024534774,0.05766340756835053,0.1315680022182171,0.2525473900319154,0.0841824633439718,14
박준일 PARK JUN IL,221556,16979,2498,https://www.youtube.com/watch?v=NxlXMdwO_Fg,19,17,14,0.055011875054652756,0.07543001991671193,0.11271315680022183,0.24315505177158653,0.08105168392386218,15
마사토 MASATO,276933,17506,1814,https://www.youtube.com/watch?v=rCvkb23P0ws,14,14,18,0.06938104148108515,0.07781549882310339,0.08110356301122973,0.22830010331541828,0.07610003443847276,16
장한음 JANG HAN EUM,234991,15184,2025,https://www.youtube.com/watch?v=rlrM1_TEaCY,18,18,17,0.05849797489644843,0.06730490675357595,0.09085447571514395,0.21665735736516833,0.07221911912172278,17
유강민 YOO KANG MIN,252213,17202,1590,https://www.youtube.com/watch?v=bQ27CInAK7I,17,16,21,0.06296672156376552,0.07643943508962521,0.07075188317389898,0.2101580398272897,0.0700526799424299,18
앤드류 ANDREW,135849,17316,2135,https://www.youtube.com/watch?v=IRu5Ikd_LnI,23,15,15,0.03277271173937311,0.07695545898967952,0.09593788992097602,0.20566606065002865,0.06855535355000955,19
쑨지아양 SUN JIA YANG,266485,11569,1271,https://www.youtube.com/watch?v=6eXW3vNlhf8,15,21,25,0.06667000529596559,0.050941517291327176,0.056009981976986,0.17362150456427877,0.05787383485475959,20
전이정 JUN LEE JEONG,149912,10950,1645,https://www.youtube.com/watch?v=SWYbv9GY6Ts,21,23,20,0.03642176436871234,0.04813959804454101,0.07329359027681501,0.15785495269006836,0.052618317563356116,21
장지아하오 ZHANG JIA HAO,110273,10091,1710,https://www.youtube.com/watch?v=spdXKRl_zH0,26,26,19,0.026136277831389013,0.04425131269237733,0.07629742594389759,0.1466850164676639,0.0488950054892213,22
나윤서 NA YUN SEO,147560,13568,1068,https://www.youtube.com/watch?v=3PvailAbrjs,22,19,30,0.03581146985230717,0.05999004164403404,0.046628772124405006,0.14243028362074622,0.04747676120691541,23
센 SEN,163301,11117,1202,https://www.youtube.com/watch?v=vy3Jq0iq178,20,22,27,0.039895928178299414,0.0488955277928662,0.05282129488423679,0.1416127508554024,0.047204250285134135,24
한해리준 HAN HARRY JUNE,131924,9789,1396,https://www.youtube.com/watch?v=Csmftq5Q_ic,25,27,23,0.03175425681722587,0.042884302009777296,0.06178658902906789,0.13642514785607107,0.045475049285357026,25
이첸 YI CHEN,100725,10862,1350,https://www.youtube.com/watch?v=itg-3PBv1HE,28,24,24,0.023658772711220414,0.04774126380590259,0.05966079763390175,0.13106083415102476,0.04368694471700826,26
당홍하이 DANG HONG HAI,98921,10437,1398,https://www.youtube.com/watch?v=5cX0rCXrxDQ,30,25,22,0.023190672665474275,0.04581749049429658,0.061879014741901196,0.13088717790167204,0.04362905930055735,27
쉬에수런 XUE SU REN,81249,5984,1137,https://www.youtube.com/watch?v=ghTXekcRfYo,32,30,29,0.0186051604656817,0.02566087271410465,0.04981745921715421,0.09408349239694055,0.03136116413231352,28
판저이 FAN ZHE YI,101465,7175,847,https://www.youtube.com/watch?v=M7pLgwtPh6s,27,29,31,0.023850787142402314,0.031051964512040557,0.03641573085632423,0.0913184825107671,0.0304394941702557,29
박동규 PARK DONG GYU,52181,5815,1251,https://www.youtube.com/watch?v=hgh2YBy7DLc,41,31,26,0.011062626025687899,0.024895889914901322,0.055085724848652894,0.09104424078924211,0.030348080263080706,30
문원준 MUHN WON JUN,69967,4905,1172,https://www.youtube.com/watch?v=BBrq5n9MMpw,35,33,28,0.015677718827040926,0.020776751765344922,0.05143490919173714,0.08788937978412299,0.029296459928041,31
크리센 양 CHRISEN YANG,78114,8274,511,https://www.youtube.com/watch?v=JYpMUV2mfdY,33,28,44,0.017791693922769202,0.036026615969581746,0.02088821110032811,0.07470652099267906,0.024902173664226354,32
타츠키 TATSUKI,83745,5414,720,https://www.youtube.com/watch?v=hIKzL5XwAOE,31,32,33,0.019252819952479024,0.02308075321383306,0.03054669809140903,0.07288027125772112,0.024293423752573706,33
후한원 HU HAN WEN,68854,4732,830,https://www.youtube.com/watch?v=LQK3bGgZAHY,36,35,32,0.015388918743384909,0.0199936628643853,0.03563011229724109,0.0710126939050113,0.0236708979683371,34
유센 YUSEN,133186,2874,567,https://www.youtube.com/watch?v=bSVIiG69Fk8,24,46,40,0.03208171926607933,0.011583378598587725,0.023476131059660798,0.06714122892432785,0.022380409641442615,35
김인후 KIM IN HU,62803,4070,645,https://www.youtube.com/watch?v=CM2IBT37mVo,37,37,35,0.013818811550031306,0.016997103023718995,0.027080733860159897,0.057896648433910194,0.0192988828113034,36
쇼우 SHO,100035,955,707,https://www.youtube.com/watch?v=y82VBsbL0Ic,29,52,34,0.023479732228091348,0.002896976281006699,0.029945930957992514,0.05632263946709056,0.018774213155696853,37
천보원 CHEN BO WEN,47459,4893,600,https://www.youtube.com/watch?v=vc9KKpiK2H4,43,34,36,0.009837366371578542,0.020722433460076045,0.025001155321410416,0.055560955153065,0.018520318384355,38
염예찬 YEOM YE CHAN,56737,4731,538,https://www.youtube.com/watch?v=HDMtYviT8rU,38,36,42,0.012244812172261855,0.019989136338946226,0.0221359582235778,0.05436990673478588,0.018123302244928627,39
방준혁 BANG JUN HYUK,54280,3350,587,https://www.youtube.com/watch?v=dnRlHl2wKvw,39,43,37,0.011607272364945742,0.013738004707586456,0.0244003881879939,0.049745665260526095,0.016581888420175366,40
김동윤 KIM DONG YUN,45431,3714,583,https://www.youtube.com/watch?v=4IQZpHLV9_U,44,38,38,0.009311143038555719,0.015385659967409017,0.02421553676232728,0.04891233976829201,0.016304113256097336,41
김시환 KIM SI HWAN,54235,3458,536,https://www.youtube.com/watch?v=mHwRiIUpSlQ,40,42,43,0.011595595811698193,0.014226869455006338,0.02204353251074449,0.047865997777449015,0.015955332592483006,42
아틱 ARCTIC,45096,3496,494,https://www.youtube.com/watch?v=4WVBO-wupKI,45,41,45,0.009224217586601751,0.01439887742169111,0.020102592541244975,0.04372568754953784,0.01457522918317928,43
조계현 JO GYE HYEON,42378,2965,559,https://www.youtube.com/watch?v=NcnOE7b60dA,47,45,41,0.008518953770449861,0.011995292413543364,0.02310642820832756,0.043620674392320785,0.014540224797440262,44
김태조 KIM TAE JO,44163,3566,464,https://www.youtube.com/watch?v=RmYFymTqIW0,46,40,46,0.008982123715935927,0.014715734202426218,0.01871620684874532,0.04241406476710746,0.01413802158903582,45
이동헌 LEE DONG HEON,49570,3635,412,https://www.youtube.com/watch?v=RuOTm4CtTUU,42,39,47,0.010385126458369066,0.015028064457722253,0.016313138315079256,0.041726329231170575,0.013908776410390192,46
오준호 OH JUN HO,36143,2794,568,https://www.youtube.com/watch?v=8mkPRRUZQBg,48,47,39,0.006901102448261841,0.011221256563461887,0.02352234391607745,0.041644702927801175,0.013881567642600392,47
렌쇼 RENSHO,72803,3029,334,https://www.youtube.com/watch?v=um-CwDseeTo,34,44,48,0.016413601160597497,0.012284990041644035,0.012708535514580156,0.04140712671682169,0.013802375572273895,48
아오시 AOSHI,28245,1636,262,https://www.youtube.com/watch?v=hh2m0kjYTqc,49,49,50,0.004851737613836664,0.00597954010501539,0.009381209852580988,0.02021248757143304,0.006737495857144347,49
장슌위 ZHANG SHUN YU,26851,1883,192,https://www.youtube.com/watch?v=K6gJzu0PVUA,50,48,52,0.004490023942123737,0.007097591888466414,0.00614630990341513,0.01773392573400528,0.005911308578001761,50
궈쩐 GUO ZHEN,18498,884,330,https://www.youtube.com/watch?v=CUvdXd9hlLI,53,53,49,0.0023225961804177976,0.0025755929748325188,0.012523684088913536,0.017421873244163853,0.005807291081387951,51
홍쯔하오 HONG ZIH HAO,20868,1555,183,https://www.youtube.com/watch?v=YYowgJSZBss,52,50,53,0.0029375613181219845,0.0056128915444504796,0.005730394195665234,0.014280847058237699,0.0047602823527458996,52
김동현B KIM DONG HYUN B,18379,1019,206,https://www.youtube.com/watch?v=ND9cEIJ7zIo,54,51,51,0.00229171818405206,0.0031866739091073694,0.006793289893248302,0.012271681986407731,0.00409056066213591,53
이승백 LEE SEUNG BAEK,22121,714,123,https://www.youtube.com/watch?v=qDR46tsekT8,51,54,54,0.0032626884563259286,0.001806083650190114,0.002957622810665927,0.00802639491718197,0.00267546497239399,54
동징쿤 DONG JING KUN,9637,507,72,https://www.youtube.com/watch?v=SCl2IzyRk0o,56,55,55,2.335310649509572e-05,0.0008690928843020098,0.0006007671334165164,0.001493213124213622,0.0004977377080712073,55
커밍지에 KO MING CHIEH,9547,376,59,https://www.youtube.com/watch?v=Op3AkUxQYE8,57,56,56,0.0,0.000276118051783451,0.0,0.000276118051783451,9.203935059448367e-05,56
비엔스위 BIAN SHI YU,10001,315,59,https://www.youtube.com/watch?v=tHeo4F76KFU,55,57,56,0.00011780344831970506,0.0,0.0,0.00011780344831970506,3.926781610656835e-05,57
