trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,2451986,146296,16944,https://www.youtube.com/watch?v=zkFfkUNCHqA,1,1,1,1.0,1.0,1.0,3.0,1.0,1
유메키 YUMEKI,1782089,97556,15494,https://www.youtube.com/watch?v=BWpAIk8_uls,3,2,2,0.7257134083301772,0.6659813596491229,0.9141249629848979,2.3058197309641977,0.7686065769880659,2
,1958457,96915,9065,https://www.youtube.com/watch?v=RuBFU6KCjSc,2,3,5,0.79792656587473,0.6615885416666667,0.5333728161089725,1.9928879236503692,0.664295974550123,3
이리오 LEE LEO,1079143,95338,14181,https://www.youtube.com/watch?v=_WLyTIGuv2Q,5,4,3,0.43789503853909695,0.65078125,0.8363636363636363,1.9250399249027335,0.6416799749675778,4
허씬롱 HE XIN LONG,1126820,62616,13165,https://www.youtube.com/watch?v=z5wuHjWSaYE,4,5,4,0.45741619153880014,0.42653508771929827,0.7761918862896061,1.6601431655477046,0.5533810551825682,5
장지아하오 ZHANG JIA HAO,534470,44406,7116,https://www.youtube.com/watch?v=n1ibOjvf4n0,7,6,6,0.21488090241880176,0.30174067982456143,0.4179449215279834,0.9345665037713466,0.31152216792378223,6
정상현 CHUNG SANG HYEON,550878,41744,3844,https://www.youtube.com/watch?v=zFyKU86euJ4,6,7,9,0.22159909103006356,0.28349780701754385,0.22416345869114598,0.7292603567387533,0.24308678557958444,7
김준서 KIM JUN SEO,485847,35348,3380,https://www.youtube.com/watch?v=_czc_slWvT0,8,8,12,0.19497241358132109,0.2396655701754386,0.1966834468463133,0.631321430603073,0.210440476867691,8
허중싱 HE ZHONG XING,361665,20331,5467,https://www.youtube.com/watch?v=RfTf44Mai8Y,10,13,7,0.144126600677633,0.1367530153508772,0.32028427598460174,0.6011638920131119,0.20038796400437064,9
강우진 KANG WOO JIN,304152,29666,4420,https://www.youtube.com/watch?v=Zs7ssp7azqI,12,10,8,0.12057813763524511,0.20072642543859648,0.2582765768433521,0.5795811399171937,0.19319371330573124,10
최립우 CHUEI LI YU,382740,22381,3565,https://www.youtube.com/watch?v=ay3GFkTcBvk,9,11,10,0.15275567338499177,0.15080180921052633,0.20763991708617116,0.5111973996816892,0.17039913322722974,11
쉬칭위 HSU CHING YU,291304,31398,2099,https://www.youtube.com/watch?v=4m1rcjdjns0,13,9,16,0.11531757648961542,0.21259594298245615,0.12081729345572993,0.44873081292780154,0.14957693764260052,12
쑨헝위 SUN HENG YU,315002,21015,2756,https://www.youtube.com/watch?v=-ykCaAX8pwM,11,12,13,0.12502062583808463,0.1414405153508772,0.15972756884809003,0.42618871003705183,0.14206290334568394,13
박동규 PARK DONG GYU,186699,16014,3476,https://www.youtube.com/watch?v=W2bS9tFVHwY,17,16,11,0.07248748630915214,0.10716831140350877,0.20236896653834766,0.38202476425100856,0.12734158808366952,14
마사토 MASATO,286121,17727,1833,https://www.youtube.com/watch?v=rCvkb23P0ws,15,15,18,0.11319541830018527,0.11890762061403509,0.10506366597571809,0.33716670488993844,0.11238890162997948,15
장한음 JANG HAN EUM,253639,15848,2046,https://www.youtube.com/watch?v=rlrM1_TEaCY,16,17,17,0.099895796014044,0.10603070175438596,0.1176784127924193,0.3236049105608493,0.1078683035202831,16
앤드류 ANDREW,143055,17823,2167,https://www.youtube.com/watch?v=IRu5Ikd_LnI,21,14,15,0.05461762869396988,0.1195655153508772,0.12484453657092094,0.299027680615768,0.09967589353858934,17
쑨지아양 SUN JIA YANG,288220,13268,1549,https://www.youtube.com/watch?v=olK3wOkMG7s,14,20,21,0.114054845280624,0.08834978070175438,0.0882440035534498,0.29064862953582815,0.09688287651194272,18
김건우 KIM GEON WOO,131784,13996,2416,https://www.youtube.com/watch?v=6TFokTH1YA0,22,18,14,0.05000276375994186,0.09333881578947369,0.13959135327213504,0.2829329328215506,0.09431097760718353,19
당홍하이 DANG HONG HAI,118367,12317,1768,https://www.youtube.com/watch?v=2jda9n-_pZ4,24,21,20,0.044509227887361426,0.08183251096491229,0.10121409535090317,0.22755583420317688,0.07585194473439229,20
쉬에수런 XUE SU REN,127982,9721,1826,https://www.youtube.com/watch?v=vLIMjAxbN9c,23,25,19,0.048446050382320124,0.06404194078947369,0.10464909683150725,0.21713708800330106,0.07237902933443369,21
