videoId,title,publishedAt,views,likes,comments,url,trainee_name
YOLqUmzpYGM,[BOYS ll PLANET/9회 직캠] 전이정 JUN LEE JEONG ♬Chains - Love Is @데뷔 콘셉트 배틀,2025-09-12T09:01:46Z,113866,8218,1879,https://www.youtube.com/watch?v=YOLqUmzpYGM,전이정 JUN LEE JEONG
wyU1Taqkt98,[BOYS ll PLANET/9회 직캠] 김건우 KIM GEON WOO ♬Chains - Love Is @데뷔 콘셉트 배틀,2025-09-12T09:01:49Z,191569,14081,2330,https://www.youtube.com/watch?v=wyU1Taqkt98,김건우 KIM GEON WOO
gFtSBRp1Xd4,[BOYS ll PLANET/9회 직캠] 장지아하오 ZHANG JIA HAO ♬Chains - Love is @데뷔 콘셉트 배틀,2025-09-12T09:02:04Z,889431,56033,12648,https://www.youtube.com/watch?v=gFtSBRp1Xd4,장지아하오 ZHANG JIA HAO
vI2qHOwgd-I,[BOYS ll PLANET/9회 직캠] 나윤서 NA YUN SEO ♬Sugar HIGH - 냥냥줍줍 @데뷔 콘셉트 배틀,2025-09-12T09:01:08Z,33107,3309,478,https://www.youtube.com/watch?v=vI2qHOwgd-I,나윤서 NA YUN SEO
RcwGMjOfh9U,[BOYS ll PLANET/9회 직캠] 이리오 LEE LEO ♬Chains - Love Is @데뷔 콘셉트 배틀,2025-09-12T09:01:54Z,231753,23934,4383,https://www.youtube.com/watch?v=RcwGMjOfh9U,이리오 LEE LEO
0kL234mHbEE,[BOYS ll PLANET/9회 직캠] 조우안신 ZHOU AN XIN ♬Chains - Love Is @데뷔 콘셉트 배틀,2025-09-12T09:02:07Z,189682,15606,3267,https://www.youtube.com/watch?v=0kL234mHbEE,조우안신 ZHOU AN XIN
sE3mduWPwFE,[BOYS ll PLANET/9회 직캠] 박준일 PARK JUN IL ♬Lucky MACHO - 777 (Triple 7) @데뷔 콘셉트 배틀,2025-09-12T09:00:23Z,86091,5318,1866,https://www.youtube.com/watch?v=sE3mduWPwFE,박준일 PARK JUN IL
WKhO7vc1eCQ,[BOYS ll PLANET/9회 직캠] 허씬롱 HE XIN LONG ♬Lucky MACHO - 777 (Triple 7) @데뷔 콘셉트 배틀,2025-09-12T09:00:10Z,351764,19765,6377,https://www.youtube.com/watch?v=WKhO7vc1eCQ,허씬롱 HE XIN LONG
ld7dMvnD6xs,[BOYS ll PLANET/7회 직캠] 서원 SEO WON ♬FAMOUS - ALLDAY PROJECT @계급 쟁탈 포지션 배틀,2025-08-29T07:41:17Z,25921,2170,302,https://www.youtube.com/watch?v=ld7dMvnD6xs,서원 SEO WON
vLIMjAxbN9c,[BOYS ll PLANET/7회 직캠] 쉬에수런 XUE SU REN ♬Tambourine - Eve @계급 쟁탈 포지션 배틀,2025-08-29T07:40:12Z,51882,4068,680,https://www.youtube.com/watch?v=vLIMjAxbN9c,쉬에수런 XUE SU REN
W2bS9tFVHwY,[BOYS ll PLANET/7회 직캠] 박동규 PARK DONG GYU ♬Bad - Christopher @계급 쟁탈 포지션 배틀,2025-08-29T07:39:52Z,269273,19497,4298,https://www.youtube.com/watch?v=W2bS9tFVHwY,박동규 PARK DONG GYU
-iIHjaMZI54,[BOYS ll PLANET/6회 직캠] 전이정 JUN LEE JEONG ♬HOT 뜨거 - 원타임 (1TYM) @계급 쟁탈 포지션 배틀,2025-08-29T07:38:13Z,55282,5166,642,https://www.youtube.com/watch?v=-iIHjaMZI54,전이정 JUN LEE JEONG
YwFlEOd-3N0,[BOYS ll PLANET/7회 직캠 프리뷰] ♬Smoke (Prod. by Dynamicduo & Padi) - 다이나믹 듀오 & 이영지 @계급 쟁탈 포지션 배틀,2025-08-25T11:21:27Z,341423,10688,385,https://www.youtube.com/watch?v=YwFlEOd-3N0,
vK3oPirPUvo,[BOYS ll PLANET/7회 직캠 프리뷰] ♬FAMOUS - ALLDAY PROJECT @계급 쟁탈 포지션 배틀,2025-08-25T11:21:21Z,430714,19036,632,https://www.youtube.com/watch?v=vK3oPirPUvo,
YwFlEOd-3N0,[BOYS ll PLANET/7회 직캠 프리뷰] ♬Smoke (Prod. by Dynamicduo & Padi) - 다이나믹 듀오 & 이영지 @계급 쟁탈 포지션 배틀,2025-08-25T11:21:27Z,341423,10688,385,https://www.youtube.com/watch?v=YwFlEOd-3N0,
vK3oPirPUvo,[BOYS ll PLANET/7회 직캠 프리뷰] ♬FAMOUS - ALLDAY PROJECT @계급 쟁탈 포지션 배틀,2025-08-25T11:21:21Z,430714,19036,632,https://www.youtube.com/watch?v=vK3oPirPUvo,
6eXW3vNlhf8,[BOYS ll PLANET/4회 직캠] 쑨지아양 SUN JIA YANG ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:35:29Z,279374,11721,1286,https://www.youtube.com/watch?v=6eXW3vNlhf8,쑨지아양 SUN JIA YANG
IjMO54OGEW4,[BOYS ll PLANET/4회 직캠] 조우안신 ZHOU AN XIN ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:51Z,816959,54070,7390,https://www.youtube.com/watch?v=IjMO54OGEW4,조우안신 ZHOU AN XIN
4m1rcjdjns0,[BOYS ll PLANET/4회 직캠] 쉬칭위 HSU CHING YU ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:29Z,300550,31591,2117,https://www.youtube.com/watch?v=4m1rcjdjns0,쉬칭위 HSU CHING YU
zkFfkUNCHqA,[BOYS ll PLANET/4회 직캠] 이상원 LEE SANG WON ♬Whiplash - aespa (에스파) @1vs1 계급 배틀,2025-08-04T11:34:42Z,2563280,148160,17112,https://www.youtube.com/watch?v=zkFfkUNCHqA,이상원 LEE SANG WON
hh2m0kjYTqc,[BOYS ll PLANET/4회 직캠] 아오시 AOSHI ♬Rising Sun (순수) - 동방신기 (TVXQ!) @1vs1 계급 배틀,2025-08-04T11:33:56Z,30159,1690,267,https://www.youtube.com/watch?v=hh2m0kjYTqc,아오시 AOSHI
IRu5Ikd_LnI,[BOYS ll PLANET/4회 직캠] 앤드류 ANDREW ♬Rising Sun (순수) - 동방신기 (TVXQ!) @1vs1 계급 배틀,2025-08-04T11:33:14Z,151530,18284,2200,https://www.youtube.com/watch?v=IRu5Ikd_LnI,앤드류 ANDREW
RuOTm4CtTUU,[BOYS ll PLANET/4회 직캠] 이동헌 LEE DONG HEON ♬Rising Sun (순수) - 동방신기 (TVXQ!) @1vs1 계급 배틀,2025-08-04T11:33:25Z,52608,3709,416,https://www.youtube.com/watch?v=RuOTm4CtTUU,이동헌 LEE DONG HEON
vy3Jq0iq178,[BOYS ll PLANET/4회 직캠] 센 SEN ♬KILL THE ROMEO - ZEROBASEONE @1vs1 계급 배틀,2025-08-04T11:31:55Z,188183,11804,1269,https://www.youtube.com/watch?v=vy3Jq0iq178,센 SEN
