trainee_name,views,likes,comments,url,views_rank,likes_rank,comments_rank,views_norm,likes_norm,comments_norm,score,score_norm,overall_rank
이상원 LEE SANG WON,2759361,176649,21089,https://www.youtube.com/watch?v=y1jca7lw12U,1,1,1,1.0,1.0,1.0,3.0,1.0,1
유메키 YUMEKI,1642582,93432,14486,https://www.youtube.com/watch?v=BWpAIk8_uls,3,3,3,0.5938597036734786,0.5279084147884248,0.6860199714693296,1.8077880899312329,0.6025960299770776,2
허씬롱 HE XIN LONG,1326140,86093,16576,https://www.youtube.com/watch?v=nQwpWw6Riq4,4,5,2,0.47877887958011983,0.48627413160268446,0.7854018069424632,1.7504548181252675,0.5834849393750892,3
,1942420,96536,9066,https://www.youtube.com/watch?v=RuBFU6KCjSc,2,2,6,0.7029021320948149,0.545517464387626,0.42829291488349974,1.6767125113659407,0.5589041704553136,4
이리오 LEE LEO,1028032,92902,13914,https://www.youtube.com/watch?v=_WLyTIGuv2Q,5,4,4,0.3703656022375958,0.5249017149535096,0.6588207322872087,1.554088049478314,0.5180293498261047,5
조우안신 ZHOU AN XIN,862831,62764,9430,https://www.youtube.com/watch?v=NrW9ZzVzP9c,6,6,5,0.31028676560703805,0.35392828169940943,0.44560152163575845,1.109816568942206,0.36993885631406864,6
정상현 CHUNG SANG HYEON,539539,40864,3798,https://www.youtube.com/watch?v=zFyKU86euJ4,7,7,10,0.1927147941784978,0.22968917531329244,0.17779362815026153,0.6001975976420518,0.20006586588068395,7
최립우 CHUEI LI YU,428549,27243,5053,https://www.youtube.com/watch?v=YrroxFbj2qk,9,11,7,0.1523509339256809,0.15241698955597283,0.23747028055159297,0.5422382040332467,0.18074606801108226,8
김준서 KIM JUN SEO,477686,35219,3365,https://www.youtube.com/watch?v=_czc_slWvT0,8,8,12,0.17022064291966832,0.19766498556216777,0.15720399429386592,0.525089622775702,0.17502987425856734,9
장지아하오 ZHANG JIA HAO,311930,28452,4540,https://www.youtube.com/watch?v=n1ibOjvf4n0,14,10,9,0.10993996880428929,0.15927566899071327,0.21307655729909653,0.4822921950940991,0.16076406503136637,10
